# YYYY MM DD HHMM  Lon(deg)  Lat(deg)  Dist(AU)
2023 03 09 0000  292.267314  2.501671  33.635754
2023 03 10 0000  292.282875  2.502888  33.587805
2023 03 11 0000  292.298056  2.504121  33.539693
2023 03 12 0000  292.312850  2.505370  33.491422
2023 03 13 0000  292.327250  2.506634  33.442996
2023 03 14 0000  292.341252  2.507912  33.394418
2023 03 15 0000  292.354848  2.509206  33.345694
2023 03 16 0000  292.368032  2.510515  33.296827
2023 03 17 0000  292.380799  2.511838  33.247821
2023 03 18 0000  292.393141  2.513175  33.198682
2023 03 19 0000  292.405053  2.514526  33.149413
2023 03 20 0000  292.416529  2.515891  33.100019
2023 03 21 0000  292.427562  2.517270  33.050505
2023 03 22 0000  292.438147  2.518662  33.000877
2023 03 23 0000  292.448279  2.520066  32.951138
2023 03 24 0000  292.457952  2.521483  32.901296
2023 03 25 0000  292.467162  2.522912  32.851354
2023 03 26 0000  292.475905  2.524352  32.801318
2023 03 27 0000  292.484176  2.525803  32.751193
2023 03 28 0000  292.491971  2.527265  32.700984
2023 03 29 0000  292.499286  2.528738  32.650696
2023 03 30 0000  292.506118  2.530220  32.600334
2023 03 31 0000  292.512463  2.531712  32.549902
2023 04 01 0000  292.518318  2.533214  32.499407
2023 04 02 0000  292.523679  2.534725  32.448853
2023 04 03 0000  292.528543  2.536244  32.398244
2023 04 04 0000  292.532906  2.537772  32.347585
2023 04 05 0000  292.536766  2.539308  32.296881
2023 04 06 0000  292.540120  2.540852  32.246137
2023 04 07 0000  292.542964  2.542404  32.195358
2023 04 08 0000  292.545296  2.543962  32.144548
2023 04 09 0000  292.547112  2.545528  32.093712
2023 04 10 0000  292.548409  2.547101  32.042854
2023 04 11 0000  292.549185  2.548680  31.991979
2023 04 12 0000  292.549436  2.550265  31.941092
2023 04 13 0000  292.549159  2.551856  31.890198
2023 04 14 0000  292.548350  2.553453  31.839302
2023 04 15 0000  292.547008  2.555054  31.788408
2023 04 16 0000  292.545129  2.556661  31.737522
2023 04 17 0000  292.542711  2.558272  31.686650
2023 04 18 0000  292.539750  2.559887  31.635796
2023 04 19 0000  292.536246  2.561505  31.584966
2023 04 20 0000  292.532197  2.563126  31.534165
2023 04 21 0000  292.527601  2.564750  31.483399
2023 04 22 0000  292.522457  2.566376  31.432674
2023 04 23 0000  292.516764  2.568003  31.381993
2023 04 24 0000  292.510523  2.569631  31.331364
2023 04 25 0000  292.503733  2.571259  31.280791
2023 04 26 0000  292.496394  2.572887  31.230278
2023 04 27 0000  292.488506  2.574515  31.179832
2023 04 28 0000  292.480070  2.576142  31.129457
2023 04 29 0000  292.471086  2.577768  31.079157
2023 04 30 0000  292.461554  2.579393  31.028938
2023 05 01 0000  292.451475  2.581015  30.978804
2023 05 02 0000  292.440851  2.582634  30.928759
2023 05 03 0000  292.429681  2.584251  30.878810
2023 05 04 0000  292.417968  2.585865  30.828959
2023 05 05 0000  292.405712  2.587475  30.779211
2023 05 06 0000  292.392913  2.589081  30.729570
2023 05 07 0000  292.379574  2.590684  30.680042
2023 05 08 0000  292.365695  2.592281  30.630630
2023 05 09 0000  292.351277  2.593874  30.581338
2023 05 10 0000  292.336320  2.595461  30.532171
2023 05 11 0000  292.320827  2.597043  30.483134
2023 05 12 0000  292.304799  2.598619  30.434230
2023 05 13 0000  292.288236  2.600189  30.385465
2023 05 14 0000  292.271140  2.601751  30.336843
2023 05 15 0000  292.253513  2.603306  30.288368
2023 05 16 0000  292.235358  2.604853  30.240046
2023 05 17 0000  292.216677  2.606392  30.191881
2023 05 18 0000  292.197473  2.607921  30.143878
2023 05 19 0000  292.177749  2.609441  30.096041
2023 05 20 0000  292.157509  2.610951  30.048376
2023 05 21 0000  292.136757  2.612450  30.000886
2023 05 22 0000  292.115496  2.613939  29.953575
2023 05 23 0000  292.093733  2.615415  29.906449
2023 05 24 0000  292.071470  2.616880  29.859510
2023 05 25 0000  292.048714  2.618331  29.812764
2023 05 26 0000  292.025468  2.619770  29.766213
2023 05 27 0000  292.001738  2.621196  29.719861
2023 05 28 0000  291.977530  2.622608  29.673713
2023 05 29 0000  291.952847  2.624006  29.627772
2023 05 30 0000  291.927697  2.625389  29.582040
2023 05 31 0000  291.902084  2.626757  29.536522
2023 06 01 0000  291.876014  2.628111  29.491220
2023 06 02 0000  291.849493  2.629448  29.446138
2023 06 03 0000  291.822526  2.630770  29.401279
2023 06 04 0000  291.795118  2.632076  29.356645
2023 06 05 0000  291.767275  2.633366  29.312240
2023 06 06 0000  291.739003  2.634639  29.268067
2023 06 07 0000  291.710307  2.635894  29.224128
2023 06 08 0000  291.681192  2.637133  29.180426
2023 06 09 0000  291.651665  2.638354  29.136965
2023 06 10 0000  291.621730  2.639556  29.093748
2023 06 11 0000  291.591396  2.640740  29.050778
2023 06 12 0000  291.560667  2.641905  29.008058
2023 06 13 0000  291.529551  2.643050  28.965591
2023 06 14 0000  291.498055  2.644175  28.923380
2023 06 15 0000  291.466187  2.645280  28.881429
2023 06 16 0000  291.433955  2.646364  28.839739
2023 06 17 0000  291.401367  2.647426  28.798315
2023 06 18 0000  291.368431  2.648467  28.757158
2023 06 19 0000  291.335157  2.649486  28.716271
2023 06 20 0000  291.301552  2.650482  28.675655
2023 06 21 0000  291.267626  2.651455  28.635315
2023 06 22 0000  291.233388  2.652405  28.595250
2023 06 23 0000  291.198848  2.653332  28.555464
2023 06 24 0000  291.164014  2.654235  28.515957
2023 06 25 0000  291.128895  2.655113  28.476732
2023 06 26 0000  291.093502  2.655968  28.437790
2023 06 27 0000  291.057844  2.656798  28.399132
2023 06 28 0000  291.021930  2.657604  28.360760
2023 06 29 0000  290.985770  2.658385  28.322675
2023 06 30 0000  290.949372  2.659141  28.284877
2023 07 01 0000  290.912747  2.659872  28.247368
2023 07 02 0000  290.875903  2.660578  28.210149
2023 07 03 0000  290.838851  2.661258  28.173220
2023 07 04 0000  290.801597  2.661913  28.136581
2023 07 05 0000  290.764153  2.662542  28.100235
2023 07 06 0000  290.726526  2.663145  28.064182
2023 07 07 0000  290.688726  2.663723  28.028422
2023 07 08 0000  290.650763  2.664274  27.992958
2023 07 09 0000  290.612645  2.664798  27.957788
2023 07 10 0000  290.574384  2.665295  27.922916
2023 07 11 0000  290.535989  2.665766  27.888341
2023 07 12 0000  290.497472  2.666209  27.854064
2023 07 13 0000  290.458842  2.666624  27.820086
2023 07 14 0000  290.420112  2.667012  27.786407
2023 07 15 0000  290.381291  2.667371  27.753028
2023 07 16 0000  290.342393  2.667702  27.719949
2023 07 17 0000  290.303428  2.668005  27.687169
2023 07 18 0000  290.264407  2.668279  27.654688
2023 07 19 0000  290.225343  2.668525  27.622507
2023 07 20 0000  290.186247  2.668743  27.590624
2023 07 21 0000  290.147130  2.668931  27.559040
2023 07 22 0000  290.108005  2.669091  27.527752
2023 07 23 0000  290.068882  2.669222  27.496762
2023 07 24 0000  290.029774  2.669325  27.466066
2023 07 25 0000  289.990691  2.669399  27.435665
2023 07 26 0000  289.951645  2.669445  27.405557
2023 07 27 0000  289.912646  2.669463  27.375740
2023 07 28 0000  289.873707  2.669452  27.346214
2023 07 29 0000  289.834838  2.669413  27.316976
2023 07 30 0000  289.796049  2.669346  27.288026
2023 07 31 0000  289.757351  2.669251  27.259360
2023 08 01 0000  289.718755  2.669129  27.230979
2023 08 02 0000  289.680269  2.668979  27.202879
2023 08 03 0000  289.641905  2.668801  27.175061
2023 08 04 0000  289.603673  2.668596  27.147521
2023 08 05 0000  289.565583  2.668364  27.120259
2023 08 06 0000  289.527645  2.668103  27.093273
2023 08 07 0000  289.489871  2.667816  27.066562
2023 08 08 0000  289.452272  2.667500  27.040124
2023 08 09 0000  289.414858  2.667158  27.013958
2023 08 10 0000  289.377642  2.666787  26.988061
2023 08 11 0000  289.340635  2.666390  26.962431
2023 08 12 0000  289.303848  2.665965  26.937066
2023 08 13 0000  289.267292  2.665513  26.911964
2023 08 14 0000  289.230980  2.665034  26.887122
2023 08 15 0000  289.194922  2.664529  26.862537
2023 08 16 0000  289.159129  2.663997  26.838207
2023 08 17 0000  289.123614  2.663438  26.814129
2023 08 18 0000  289.088386  2.662854  26.790300
2023 08 19 0000  289.053457  2.662244  26.766716
2023 08 20 0000  289.018836  2.661608  26.743375
2023 08 21 0000  288.984536  2.660948  26.720272
2023 08 22 0000  288.950566  2.660263  26.697405
2023 08 23 0000  288.916935  2.659553  26.674770
2023 08 24 0000  288.883654  2.658820  26.652362
2023 08 25 0000  288.850733  2.658063  26.630179
2023 08 26 0000  288.818180  2.657283  26.608217
2023 08 27 0000  288.786004  2.656480  26.586472
2023 08 28 0000  288.754214  2.655655  26.564939
2023 08 29 0000  288.722819  2.654808  26.543616
2023 08 30 0000  288.691827  2.653940  26.522498
2023 08 31 0000  288.661245  2.653050  26.501582
2023 09 01 0000  288.631082  2.652139  26.480865
2023 09 02 0000  288.601346  2.651207  26.460342
2023 09 03 0000  288.572046  2.650255  26.440011
2023 09 04 0000  288.543190  2.649282  26.419868
2023 09 05 0000  288.514786  2.648290  26.399909
2023 09 06 0000  288.486845  2.647277  26.380130
2023 09 07 0000  288.459373  2.646245  26.360527
2023 09 08 0000  288.432381  2.645194  26.341097
2023 09 09 0000  288.405877  2.644125  26.321835
2023 09 10 0000  288.379868  2.643037  26.302737
2023 09 11 0000  288.354364  2.641931  26.283798
2023 09 12 0000  288.329372  2.640807  26.265013
2023 09 13 0000  288.304900  2.639666  26.246379
2023 09 14 0000  288.280957  2.638509  26.227890
2023 09 15 0000  288.257548  2.637336  26.209542
2023 09 16 0000  288.234683  2.636148  26.191330
2023 09 17 0000  288.212366  2.634944  26.173248
2023 09 18 0000  288.190605  2.633726  26.155292
2023 09 19 0000  288.169407  2.632494  26.137456
2023 09 20 0000  288.148777  2.631249  26.119736
2023 09 21 0000  288.128720  2.629991  26.102126
2023 09 22 0000  288.109243  2.628721  26.084621
2023 09 23 0000  288.090349  2.627440  26.067216
2023 09 24 0000  288.072044  2.626147  26.049906
2023 09 25 0000  288.054331  2.624844  26.032685
2023 09 26 0000  288.037216  2.623531  26.015549
2023 09 27 0000  288.020700  2.622209  25.998493
2023 09 28 0000  288.004789  2.620877  25.981512
2023 09 29 0000  287.989486  2.619537  25.964601
2023 09 30 0000  287.974795  2.618189  25.947756
2023 10 01 0000  287.960719  2.616833  25.930971
2023 10 02 0000  287.947263  2.615469  25.914243
2023 10 03 0000  287.934431  2.614098  25.897566
2023 10 04 0000  287.922226  2.612720  25.880936
2023 10 05 0000  287.910652  2.611337  25.864348
2023 10 06 0000  287.899714  2.609947  25.847796
2023 10 07 0000  287.889415  2.608552  25.831276
2023 10 08 0000  287.879758  2.607152  25.814782
2023 10 09 0000  287.870747  2.605748  25.798310
2023 10 10 0000  287.862384  2.604340  25.781853
2023 10 11 0000  287.854672  2.602929  25.765406
2023 10 12 0000  287.847614  2.601516  25.748965
2023 10 13 0000  287.841211  2.600100  25.732522
2023 10 14 0000  287.835466  2.598683  25.716074
2023 10 15 0000  287.830380  2.597265  25.699615
2023 10 16 0000  287.825953  2.595847  25.683138
2023 10 17 0000  287.822188  2.594430  25.666638
2023 10 18 0000  287.819083  2.593014  25.650111
2023 10 19 0000  287.816640  2.591599  25.633549
2023 10 20 0000  287.814858  2.590187  25.616949
2023 10 21 0000  287.813736  2.588777  25.600304
2023 10 22 0000  287.813274  2.587372  25.583609
2023 10 23 0000  287.813469  2.585970  25.566859
2023 10 24 0000  287.814321  2.584572  25.550050
2023 10 25 0000  287.815829  2.583180  25.533175
2023 10 26 0000  287.817990  2.581793  25.516231
2023 10 27 0000  287.820802  2.580412  25.499212
2023 10 28 0000  287.824265  2.579037  25.482115
2023 10 29 0000  287.828376  2.577669  25.464934
2023 10 30 0000  287.833135  2.576307  25.447665
2023 10 31 0000  287.838540  2.574953  25.430304
2023 11 01 0000  287.844589  2.573607  25.412845
2023 11 02 0000  287.851282  2.572268  25.395285
2023 11 03 0000  287.858616  2.570939  25.377617
2023 11 04 0000  287.866589  2.569618  25.359839
2023 11 05 0000  287.875201  2.568307  25.341943
2023 11 06 0000  287.884447  2.567006  25.323927
2023 11 07 0000  287.894327  2.565715  25.305785
2023 11 08 0000  287.904836  2.564436  25.287512
2023 11 09 0000  287.915972  2.563168  25.269103
2023 11 10 0000  287.927732  2.561913  25.250553
2023 11 11 0000  287.940112  2.560670  25.231858
2023 11 12 0000  287.953107  2.559440  25.213013
2023 11 13 0000  287.966715  2.558225  25.194012
2023 11 14 0000  287.980929  2.557024  25.174852
2023 11 15 0000  287.995745  2.555838  25.155527
2023 11 16 0000  288.011158  2.554667  25.136034
2023 11 17 0000  288.027163  2.553512  25.116366
2023 11 18 0000  288.043752  2.552374  25.096521
2023 11 19 0000  288.060920  2.551254  25.076494
2023 11 20 0000  288.078660  2.550150  25.056281
2023 11 21 0000  288.096967  2.549064  25.035878
2023 11 22 0000  288.115833  2.547997  25.015281
2023 11 23 0000  288.135252  2.546948  24.994487
2023 11 24 0000  288.155217  2.545917  24.973493
2023 11 25 0000  288.175723  2.544906  24.952294
2023 11 26 0000  288.196762  2.543914  24.930889
2023 11 27 0000  288.218330  2.542942  24.909272
2023 11 28 0000  288.240419  2.541989  24.887442
2023 11 29 0000  288.263023  2.541057  24.865395
2023 11 30 0000  288.286138  2.540145  24.843128
2023 12 01 0000  288.309755  2.539254  24.820636
2023 12 02 0000  288.333869  2.538384  24.797918
2023 12 03 0000  288.358473  2.537536  24.774969
2023 12 04 0000  288.383559  2.536710  24.751787
2023 12 05 0000  288.409122  2.535906  24.728367
2023 12 06 0000  288.435154  2.535125  24.704707
2023 12 07 0000  288.461647  2.534368  24.680804
2023 12 08 0000  288.488593  2.533634  24.656654
2023 12 09 0000  288.515984  2.532924  24.632255
2023 12 10 0000  288.543813  2.532239  24.607602
2023 12 11 0000  288.572070  2.531579  24.582694
2023 12 12 0000  288.600746  2.530944  24.557527
2023 12 13 0000  288.629833  2.530335  24.532098
2023 12 14 0000  288.659321  2.529752  24.506406
2023 12 15 0000  288.689199  2.529196  24.480446
2023 12 16 0000  288.719458  2.528667  24.454218
2023 12 17 0000  288.750088  2.528165  24.427718
2023 12 18 0000  288.781079  2.527690  24.400945
2023 12 19 0000  288.812419  2.527243  24.373897
2023 12 20 0000  288.844100  2.526824  24.346573
2023 12 21 0000  288.876110  2.526433  24.318970
2023 12 22 0000  288.908441  2.526071  24.291088
2023 12 23 0000  288.941082  2.525736  24.262926
2023 12 24 0000  288.974025  2.525430  24.234482
2023 12 25 0000  289.007258  2.525152  24.205754
2023 12 26 0000  289.040774  2.524903  24.176743
2023 12 27 0000  289.074562  2.524683  24.147446
2023 12 28 0000  289.108613  2.524492  24.117862
2023 12 29 0000  289.142918  2.524330  24.087991
2023 12 30 0000  289.177466  2.524198  24.057831
2023 12 31 0000  289.212249  2.524096  24.027381
2024 01 01 0000  289.247256  2.524023  23.996640
2024 01 02 0000  289.282477  2.523981  23.965607
2024 01 03 0000  289.317902  2.523969  23.934281
2024 01 04 0000  289.353521  2.523988  23.902661
2024 01 05 0000  289.389322  2.524038  23.870746
2024 01 06 0000  289.425295  2.524120  23.838536
2024 01 07 0000  289.461428  2.524233  23.806029
2024 01 08 0000  289.497712  2.524378  23.773226
2024 01 09 0000  289.534133  2.524556  23.740124
2024 01 10 0000  289.570680  2.524766  23.706725
2024 01 11 0000  289.607341  2.525008  23.673028
2024 01 12 0000  289.644104  2.525283  23.639033
2024 01 13 0000  289.680955  2.525592  23.604739
2024 01 14 0000  289.717884  2.525933  23.570147
2024 01 15 0000  289.754876  2.526307  23.535258
2024 01 16 0000  289.791921  2.526715  23.500073
2024 01 17 0000  289.829005  2.527156  23.464592
2024 01 18 0000  289.866117  2.527630  23.428816
2024 01 19 0000  289.903244  2.528137  23.392746
2024 01 20 0000  289.940377  2.528677  23.356384
2024 01 21 0000  289.977504  2.529250  23.319730
2024 01 22 0000  290.014612  2.529856  23.282786
2024 01 23 0000  290.051692  2.530495  23.245553
2024 01 24 0000  290.088732  2.531167  23.208033
2024 01 25 0000  290.125722  2.531873  23.170225
2024 01 26 0000  290.162650  2.532611  23.132132
2024 01 27 0000  290.199504  2.533383  23.093755
2024 01 28 0000  290.236275  2.534188  23.055095
2024 01 29 0000  290.272950  2.535026  23.016154
2024 01 30 0000  290.309518  2.535898  22.976932
2024 01 31 0000  290.345968  2.536803  22.937431
2024 02 01 0000  290.382288  2.537742  22.897653
2024 02 02 0000  290.418465  2.538715  22.857598
2024 02 03 0000  290.454489  2.539722  22.817270
2024 02 04 0000  290.490346  2.540763  22.776668
2024 02 05 0000  290.526025  2.541839  22.735796
2024 02 06 0000  290.561513  2.542948  22.694654
2024 02 07 0000  290.596798  2.544092  22.653245
2024 02 08 0000  290.631865  2.545270  22.611571
2024 02 09 0000  290.666703  2.546483  22.569634
2024 02 10 0000  290.701298  2.547730  22.527436
2024 02 11 0000  290.735637  2.549011  22.484981
2024 02 12 0000  290.769707  2.550326  22.442270
2024 02 13 0000  290.803494  2.551675  22.399307
2024 02 14 0000  290.836988  2.553057  22.356096
2024 02 15 0000  290.870175  2.554473  22.312639
2024 02 16 0000  290.903044  2.555922  22.268940
2024 02 17 0000  290.935584  2.557404  22.225001
2024 02 18 0000  290.967783  2.558918  22.180827
2024 02 19 0000  290.999631  2.560466  22.136420
2024 02 20 0000  291.031116  2.562045  22.091784
2024 02 21 0000  291.062228  2.563657  22.046922
2024 02 22 0000  291.092955  2.565301  22.001837
2024 02 23 0000  291.123287  2.566977  21.956532
2024 02 24 0000  291.153212  2.568685  21.911011
2024 02 25 0000  291.182721  2.570424  21.865277
2024 02 26 0000  291.211801  2.572196  21.819333
2024 02 27 0000  291.240442  2.573999  21.773183
2024 02 28 0000  291.268633  2.575834  21.726830
2024 02 29 0000  291.296362  2.577700  21.680276
2024 03 01 0000  291.323619  2.579598  21.633526
2024 03 02 0000  291.350391  2.581527  21.586584
2024 03 03 0000  291.376667  2.583487  21.539452
2024 03 04 0000  291.402436  2.585479  21.492134
2024 03 05 0000  291.427686  2.587501  21.444634
2024 03 06 0000  291.452404  2.589555  21.396955
2024 03 07 0000  291.476580  2.591639  21.349102
2024 03 08 0000  291.500200  2.593754  21.301079
2024 03 09 0000  291.523253  2.595898  21.252889
2024 03 10 0000  291.545727  2.598073  21.204537
2024 03 11 0000  291.567610  2.600277  21.156028
2024 03 12 0000  291.588890  2.602511  21.107367
2024 03 13 0000  291.609557  2.604772  21.058557
2024 03 14 0000  291.629601  2.607062  21.009605
2024 03 15 0000  291.649011  2.609380  20.960514
2024 03 16 0000  291.667778  2.611724  20.911290
2024 03 17 0000  291.685893  2.614095  20.861937
2024 03 18 0000  291.703346  2.616493  20.812460
2024 03 19 0000  291.720128  2.618917  20.762864
2024 03 20 0000  291.736231  2.621366  20.713153
2024 03 21 0000  291.751645  2.623841  20.663332
2024 03 22 0000  291.766363  2.626341  20.613405
2024 03 23 0000  291.780374  2.628865  20.563377
2024 03 24 0000  291.793670  2.631414  20.513252
2024 03 25 0000  291.806243  2.633987  20.463035
2024 03 26 0000  291.818083  2.636584  20.412731
2024 03 27 0000  291.829183  2.639204  20.362343
2024 03 28 0000  291.839532  2.641848  20.311876
2024 03 29 0000  291.849123  2.644514  20.261336
2024 03 30 0000  291.857947  2.647204  20.210726
2024 03 31 0000  291.865993  2.649915  20.160051
2024 04 01 0000  291.873254  2.652648  20.109315
2024 04 02 0000  291.879721  2.655403  20.058524
2024 04 03 0000  291.885384  2.658179  20.007682
2024 04 04 0000  291.890234  2.660975  19.956795
2024 04 05 0000  291.894263  2.663792  19.905866
2024 04 06 0000  291.897461  2.666628  19.854902
2024 04 07 0000  291.899821  2.669484  19.803907
2024 04 08 0000  291.901332  2.672357  19.752887
2024 04 09 0000  291.901989  2.675248  19.701847
2024 04 10 0000  291.901784  2.678156  19.650794
2024 04 11 0000  291.900710  2.681080  19.599732
2024 04 12 0000  291.898762  2.684019  19.548666
2024 04 13 0000  291.895934  2.686973  19.497603
2024 04 14 0000  291.892220  2.689941  19.446548
2024 04 15 0000  291.887616  2.692922  19.395505
2024 04 16 0000  291.882117  2.695915  19.344481
2024 04 17 0000  291.875718  2.698921  19.293479
2024 04 18 0000  291.868416  2.701939  19.242505
2024 04 19 0000  291.860205  2.704968  19.191564
2024 04 20 0000  291.851081  2.708007  19.140661
2024 04 21 0000  291.841040  2.711055  19.089800
2024 04 22 0000  291.830078  2.714114  19.038986
2024 04 23 0000  291.818192  2.717181  18.988225
2024 04 24 0000  291.805376  2.720256  18.937520
2024 04 25 0000  291.791628  2.723339  18.886877
2024 04 26 0000  291.776943  2.726429  18.836301
2024 04 27 0000  291.761317  2.729525  18.785795
2024 04 28 0000  291.744748  2.732628  18.735365
2024 04 29 0000  291.727230  2.735736  18.685015
2024 04 30 0000  291.708760  2.738848  18.634751
2024 05 01 0000  291.689335  2.741965  18.584577
2024 05 02 0000  291.668951  2.745084  18.534497
2024 05 03 0000  291.647606  2.748206  18.484518
2024 05 04 0000  291.625295  2.751330  18.434644
2024 05 05 0000  291.602017  2.754454  18.384880
2024 05 06 0000  291.577771  2.757578  18.335232
2024 05 07 0000  291.552554  2.760700  18.285705
2024 05 08 0000  291.526366  2.763820  18.236303
2024 05 09 0000  291.499208  2.766936  18.187033
2024 05 10 0000  291.471080  2.770049  18.137899
2024 05 11 0000  291.441984  2.773156  18.088907
2024 05 12 0000  291.411922  2.776256  18.040061
2024 05 13 0000  291.380894  2.779350  17.991365
2024 05 14 0000  291.348905  2.782436  17.942825
2024 05 15 0000  291.315957  2.785513  17.894445
2024 05 16 0000  291.282051  2.788581  17.846229
2024 05 17 0000  291.247192  2.791638  17.798181
2024 05 18 0000  291.211383  2.794685  17.750306
2024 05 19 0000  291.174626  2.797720  17.702608
2024 05 20 0000  291.136925  2.800742  17.655090
2024 05 21 0000  291.098284  2.803752  17.607758
2024 05 22 0000  291.058707  2.806747  17.560614
2024 05 23 0000  291.018197  2.809728  17.513663
2024 05 24 0000  290.976759  2.812693  17.466908
2024 05 25 0000  290.934396  2.815642  17.420353
2024 05 26 0000  290.891113  2.818574  17.374003
2024 05 27 0000  290.846914  2.821488  17.327860
2024 05 28 0000  290.801803  2.824384  17.281929
2024 05 29 0000  290.755785  2.827260  17.236213
2024 05 30 0000  290.708865  2.830116  17.190717
2024 05 31 0000  290.661049  2.832950  17.145444
2024 06 01 0000  290.612343  2.835762  17.100398
2024 06 02 0000  290.562753  2.838550  17.055584
2024 06 03 0000  290.512286  2.841313  17.011005
2024 06 04 0000  290.460951  2.844051  16.966666
2024 06 05 0000  290.408756  2.846761  16.922569
2024 06 06 0000  290.355711  2.849444  16.878719
2024 06 07 0000  290.301827  2.852097  16.835120
2024 06 08 0000  290.247113  2.854721  16.791775
2024 06 09 0000  290.191581  2.857314  16.748686
2024 06 10 0000  290.135243  2.859875  16.705858
2024 06 11 0000  290.078110  2.862403  16.663293
2024 06 12 0000  290.020195  2.864898  16.620994
2024 06 13 0000  289.961509  2.867358  16.578963
2024 06 14 0000  289.902066  2.869784  16.537204
2024 06 15 0000  289.841877  2.872174  16.495718
2024 06 16 0000  289.780955  2.874528  16.454508
2024 06 17 0000  289.719314  2.876845  16.413576
2024 06 18 0000  289.656966  2.879124  16.372923
2024 06 19 0000  289.593925  2.881364  16.332554
2024 06 20 0000  289.530204  2.883566  16.292468
2024 06 21 0000  289.465815  2.885728  16.252668
2024 06 22 0000  289.400774  2.887849  16.213156
2024 06 23 0000  289.335092  2.889930  16.173934
2024 06 24 0000  289.268784  2.891969  16.135003
2024 06 25 0000  289.201864  2.893965  16.096365
2024 06 26 0000  289.134345  2.895918  16.058022
2024 06 27 0000  289.066241  2.897827  16.019976
2024 06 28 0000  288.997569  2.899691  15.982229
2024 06 29 0000  288.928343  2.901509  15.944782
2024 06 30 0000  288.858580  2.903281  15.907638
2024 07 01 0000  288.788297  2.905004  15.870797
2024 07 02 0000  288.717512  2.906680  15.834262
2024 07 03 0000  288.646242  2.908306  15.798034
2024 07 04 0000  288.574507  2.909882  15.762114
2024 07 05 0000  288.502327  2.911407  15.726504
2024 07 06 0000  288.429720  2.912881  15.691204
2024 07 07 0000  288.356707  2.914303  15.656214
2024 07 08 0000  288.283309  2.915672  15.621536
2024 07 09 0000  288.209546  2.916989  15.587170
2024 07 10 0000  288.135438  2.918252  15.553116
2024 07 11 0000  288.061006  2.919462  15.519373
2024 07 12 0000  287.986271  2.920618  15.485943
2024 07 13 0000  287.911253  2.921720  15.452824
2024 07 14 0000  287.835972  2.922767  15.420016
2024 07 15 0000  287.760450  2.923760  15.387519
2024 07 16 0000  287.684707  2.924697  15.355332
2024 07 17 0000  287.608763  2.925580  15.323455
2024 07 18 0000  287.532638  2.926407  15.291887
2024 07 19 0000  287.456354  2.927179  15.260626
2024 07 20 0000  287.379930  2.927896  15.229673
2024 07 21 0000  287.303386  2.928557  15.199025
2024 07 22 0000  287.226742  2.929162  15.168683
2024 07 23 0000  287.150018  2.929711  15.138645
2024 07 24 0000  287.073235  2.930203  15.108910
2024 07 25 0000  286.996412  2.930639  15.079478
2024 07 26 0000  286.919571  2.931018  15.050347
2024 07 27 0000  286.842733  2.931339  15.021517
2024 07 28 0000  286.765921  2.931603  14.992986
2024 07 29 0000  286.689156  2.931809  14.964753
2024 07 30 0000  286.612463  2.931956  14.936817
2024 07 31 0000  286.535863  2.932046  14.909177
2024 08 01 0000  286.459381  2.932077  14.881831
2024 08 02 0000  286.383040  2.932050  14.854776
2024 08 03 0000  286.306864  2.931965  14.828011
2024 08 04 0000  286.230878  2.931821  14.801534
2024 08 05 0000  286.155103  2.931620  14.775342
2024 08 06 0000  286.079565  2.931362  14.749433
2024 08 07 0000  286.004286  2.931046  14.723803
2024 08 08 0000  285.929289  2.930673  14.698450
2024 08 09 0000  285.854596  2.930244  14.673372
2024 08 10 0000  285.780231  2.929759  14.648564
2024 08 11 0000  285.706215  2.929219  14.624024
2024 08 12 0000  285.632570  2.928624  14.599749
2024 08 13 0000  285.559318  2.927975  14.575735
2024 08 14 0000  285.486479  2.927271  14.551978
2024 08 15 0000  285.414075  2.926515  14.528476
2024 08 16 0000  285.342125  2.925705  14.505224
2024 08 17 0000  285.270650  2.924844  14.482219
2024 08 18 0000  285.199668  2.923931  14.459458
2024 08 19 0000  285.129200  2.922967  14.436936
2024 08 20 0000  285.059264  2.921952  14.414651
2024 08 21 0000  284.989880  2.920887  14.392599
2024 08 22 0000  284.921065  2.919772  14.370777
2024 08 23 0000  284.852841  2.918607  14.349180
2024 08 24 0000  284.785226  2.917393  14.327806
2024 08 25 0000  284.718241  2.916131  14.306651
2024 08 26 0000  284.651907  2.914820  14.285711
2024 08 27 0000  284.586242  2.913461  14.264983
2024 08 28 0000  284.521269  2.912055  14.244462
2024 08 29 0000  284.457007  2.910603  14.224144
2024 08 30 0000  284.393477  2.909105  14.204025
2024 08 31 0000  284.330697  2.907562  14.184101
2024 09 01 0000  284.268688  2.905975  14.164366
2024 09 02 0000  284.207469  2.904345  14.144816
2024 09 03 0000  284.147057  2.902672  14.125446
2024 09 04 0000  284.087471  2.900959  14.106252
2024 09 05 0000  284.028729  2.899205  14.087228
2024 09 06 0000  283.970847  2.897412  14.068368
2024 09 07 0000  283.913841  2.895582  14.049669
2024 09 08 0000  283.857728  2.893714  14.031124
2024 09 09 0000  283.802523  2.891811  14.012729
2024 09 10 0000  283.748240  2.889873  13.994478
2024 09 11 0000  283.694894  2.887901  13.976366
2024 09 12 0000  283.642497  2.885897  13.958388
2024 09 13 0000  283.591064  2.883862  13.940538
2024 09 14 0000  283.540605  2.881796  13.922811
2024 09 15 0000  283.491134  2.879701  13.905202
2024 09 16 0000  283.442661  2.877577  13.887705
