# YYYY MM DD HHMM  Lon(deg)  Lat(deg)  Dist(AU)
2026 12 01 0000  103.798066  -3.360881  13.080644
2026 12 02 0000  103.712132  -3.363983  13.104540
2026 12 03 0000  103.625756  -3.367002  13.128714
2026 12 04 0000  103.538966  -3.369937  13.153171
2026 12 05 0000  103.451788  -3.372787  13.177914
2026 12 06 0000  103.364250  -3.375551  13.202947
2026 12 07 0000  103.276381  -3.378229  13.228274
2026 12 08 0000  103.188208  -3.380820  13.253898
2026 12 09 0000  103.099762  -3.383323  13.279823
2026 12 10 0000  103.011071  -3.385738  13.306051
2026 12 11 0000  102.922165  -3.388065  13.332587
2026 12 12 0000  102.833072  -3.390304  13.359432
2026 12 13 0000  102.743823  -3.392453  13.386589
2026 12 14 0000  102.654448  -3.394514  13.414060
2026 12 15 0000  102.564975  -3.396486  13.441849
2026 12 16 0000  102.475434  -3.398369  13.469956
2026 12 17 0000  102.385855  -3.400164  13.498384
2026 12 18 0000  102.296265  -3.401869  13.527135
2026 12 19 0000  102.206695  -3.403486  13.556210
2026 12 20 0000  102.117172  -3.405015  13.585610
2026 12 21 0000  102.027724  -3.406456  13.615337
2026 12 22 0000  101.938379  -3.407809  13.645392
2026 12 23 0000  101.849163  -3.409074  13.675775
2026 12 24 0000  101.760101  -3.410253  13.706488
2026 12 25 0000  101.671221  -3.411344  13.737531
2026 12 26 0000  101.582546  -3.412348  13.768905
2026 12 27 0000  101.494102  -3.413265  13.800612
2026 12 28 0000  101.405914  -3.414096  13.832652
2026 12 29 0000  101.318008  -3.414840  13.865026
2026 12 30 0000  101.230409  -3.415497  13.897734
2026 12 31 0000  101.143144  -3.416069  13.930778
2027 01 01 0000  101.056238  -3.416555  13.964158
2027 01 02 0000  100.969719  -3.416956  13.997875
2027 01 03 0000  100.883611  -3.417272  14.031928
2027 01 04 0000  100.797941  -3.417503  14.066317
2027 01 05 0000  100.712735  -3.417652  14.101042
2027 01 06 0000  100.628019  -3.417717  14.136104
2027 01 07 0000  100.543818  -3.417701  14.171500
2027 01 08 0000  100.460156  -3.417603  14.207231
2027 01 09 0000  100.377059  -3.417426  14.243296
2027 01 10 0000  100.294551  -3.417169  14.279693
2027 01 11 0000  100.212656  -3.416834  14.316421
2027 01 12 0000  100.131397  -3.416422  14.353479
2027 01 13 0000  100.050797  -3.415935  14.390865
2027 01 14 0000  99.970878  -3.415372  14.428576
2027 01 15 0000  99.891661  -3.414736  14.466612
2027 01 16 0000  99.813167  -3.414028  14.504969
2027 01 17 0000  99.735416  -3.413249  14.543645
2027 01 18 0000  99.658427  -3.412401  14.582639
2027 01 19 0000  99.582218  -3.411483  14.621947
2027 01 20 0000  99.506807  -3.410499  14.661567
2027 01 21 0000  99.432211  -3.409448  14.701496
2027 01 22 0000  99.358444  -3.408333  14.741731
2027 01 23 0000  99.285523  -3.407153  14.782270
2027 01 24 0000  99.213462  -3.405911  14.823110
2027 01 25 0000  99.142276  -3.404606  14.864250
2027 01 26 0000  99.071980  -3.403241  14.905685
2027 01 27 0000  99.002589  -3.401816  14.947414
2027 01 28 0000  98.934117  -3.400332  14.989434
2027 01 29 0000  98.866580  -3.398790  15.031741
2027 01 30 0000  98.799990  -3.397193  15.074333
2027 01 31 0000  98.734364  -3.395540  15.117207
2027 02 01 0000  98.669713  -3.393833  15.160360
2027 02 02 0000  98.606052  -3.392074  15.203787
2027 02 03 0000  98.543393  -3.390264  15.247485
2027 02 04 0000  98.481749  -3.388405  15.291450
2027 02 05 0000  98.421131  -3.386497  15.335679
2027 02 06 0000  98.361550  -3.384543  15.380167
2027 02 07 0000  98.303017  -3.382544  15.424910
2027 02 08 0000  98.245543  -3.380502  15.469904
2027 02 09 0000  98.189136  -3.378417  15.515145
2027 02 10 0000  98.133806  -3.376292  15.560627
2027 02 11 0000  98.079560  -3.374129  15.606346
2027 02 12 0000  98.026405  -3.371928  15.652298
2027 02 13 0000  97.974347  -3.369691  15.698477
2027 02 14 0000  97.923394  -3.367420  15.744878
2027 02 15 0000  97.873548  -3.365117  15.791497
2027 02 16 0000  97.824815  -3.362783  15.838329
2027 02 17 0000  97.777198  -3.360418  15.885368
2027 02 18 0000  97.730698  -3.358025  15.932610
2027 02 19 0000  97.685318  -3.355605  15.980049
2027 02 20 0000  97.641060  -3.353159  16.027681
2027 02 21 0000  97.597925  -3.350687  16.075502
2027 02 22 0000  97.555915  -3.348192  16.123507
2027 02 23 0000  97.515029  -3.345674  16.171690
2027 02 24 0000  97.475271  -3.343135  16.220048
2027 02 25 0000  97.436640  -3.340575  16.268576
2027 02 26 0000  97.399138  -3.337996  16.317269
2027 02 27 0000  97.362766  -3.335399  16.366122
2027 02 28 0000  97.327525  -3.332785  16.415130
2027 03 01 0000  97.293416  -3.330155  16.464289
2027 03 02 0000  97.260437  -3.327512  16.513592
2027 03 03 0000  97.228589  -3.324855  16.563036
2027 03 04 0000  97.197871  -3.322187  16.612614
2027 03 05 0000  97.168282  -3.319508  16.662321
2027 03 06 0000  97.139820  -3.316821  16.712152
2027 03 07 0000  97.112483  -3.314126  16.762101
2027 03 08 0000  97.086269  -3.311425  16.812162
2027 03 09 0000  97.061174  -3.308719  16.862331
2027 03 10 0000  97.037196  -3.306009  16.912601
2027 03 11 0000  97.014330  -3.303296  16.962967
2027 03 12 0000  96.992571  -3.300583  17.013422
2027 03 13 0000  96.971914  -3.297870  17.063961
2027 03 14 0000  96.952354  -3.295158  17.114579
2027 03 15 0000  96.933883  -3.292448  17.165270
2027 03 16 0000  96.916495  -3.289742  17.216027
2027 03 17 0000  96.900181  -3.287040  17.266846
2027 03 18 0000  96.884936  -3.284344  17.317721
2027 03 19 0000  96.870749  -3.281653  17.368647
2027 03 20 0000  96.857614  -3.278970  17.419619
2027 03 21 0000  96.845522  -3.276295  17.470631
2027 03 22 0000  96.834464  -3.273628  17.521679
2027 03 23 0000  96.824433  -3.270970  17.572757
2027 03 24 0000  96.815422  -3.268323  17.623862
2027 03 25 0000  96.807422  -3.265686  17.674988
2027 03 26 0000  96.800425  -3.263061  17.726129
2027 03 27 0000  96.794425  -3.260448  17.777282
2027 03 28 0000  96.789412  -3.257848  17.828441
2027 03 29 0000  96.785381  -3.255263  17.879601
2027 03 30 0000  96.782322  -3.252693  17.930757
2027 03 31 0000  96.780226  -3.250138  17.981904
2027 04 01 0000  96.779087  -3.247600  18.033036
2027 04 02 0000  96.778894  -3.245080  18.084149
2027 04 03 0000  96.779640  -3.242578  18.135237
2027 04 04 0000  96.781314  -3.240096  18.186294
2027 04 05 0000  96.783907  -3.237633  18.237317
2027 04 06 0000  96.787411  -3.235192  18.288299
2027 04 07 0000  96.791813  -3.232772  18.339235
2027 04 08 0000  96.797105  -3.230375  18.390120
2027 04 09 0000  96.803275  -3.228002  18.440948
2027 04 10 0000  96.810311  -3.225652  18.491715
2027 04 11 0000  96.818203  -3.223327  18.542415
2027 04 12 0000  96.826938  -3.221028  18.593044
2027 04 13 0000  96.836503  -3.218755  18.643596
2027 04 14 0000  96.846887  -3.216508  18.694066
2027 04 15 0000  96.858076  -3.214287  18.744451
2027 04 16 0000  96.870059  -3.212095  18.794746
2027 04 17 0000  96.882822  -3.209929  18.844946
2027 04 18 0000  96.896354  -3.207792  18.895047
2027 04 19 0000  96.910642  -3.205683  18.945045
2027 04 20 0000  96.925675  -3.203603  18.994937
2027 04 21 0000  96.941441  -3.201551  19.044718
2027 04 22 0000  96.957929  -3.199529  19.094384
2027 04 23 0000  96.975128  -3.197537  19.143931
2027 04 24 0000  96.993027  -3.195574  19.193356
2027 04 25 0000  97.011615  -3.193643  19.242654
2027 04 26 0000  97.030880  -3.191742  19.291822
2027 04 27 0000  97.050813  -3.189873  19.340854
2027 04 28 0000  97.071400  -3.188036  19.389748
2027 04 29 0000  97.092632  -3.186231  19.438499
2027 04 30 0000  97.114496  -3.184459  19.487103
2027 05 01 0000  97.136983  -3.182721  19.535556
2027 05 02 0000  97.160079  -3.181016  19.583854
2027 05 03 0000  97.183773  -3.179345  19.631993
2027 05 04 0000  97.208053  -3.177709  19.679969
2027 05 05 0000  97.232907  -3.176108  19.727778
2027 05 06 0000  97.258323  -3.174542  19.775416
2027 05 07 0000  97.284289  -3.173013  19.822879
2027 05 08 0000  97.310789  -3.171519  19.870163
2027 05 09 0000  97.337813  -3.170062  19.917264
2027 05 10 0000  97.365346  -3.168642  19.964179
2027 05 11 0000  97.393374  -3.167258  20.010904
2027 05 12 0000  97.421885  -3.165911  20.057437
2027 05 13 0000  97.450864  -3.164602  20.103774
2027 05 14 0000  97.480299  -3.163329  20.149912
2027 05 15 0000  97.510175  -3.162093  20.195849
2027 05 16 0000  97.540482  -3.160895  20.241581
2027 05 17 0000  97.571205  -3.159734  20.287107
2027 05 18 0000  97.602334  -3.158610  20.332423
2027 05 19 0000  97.633856  -3.157523  20.377528
2027 05 20 0000  97.665760  -3.156473  20.422418
2027 05 21 0000  97.698033  -3.155462  20.467092
2027 05 22 0000  97.730665  -3.154487  20.511546
2027 05 23 0000  97.763645  -3.153551  20.555778
2027 05 24 0000  97.796961  -3.152652  20.599787
2027 05 25 0000  97.830602  -3.151792  20.643568
2027 05 26 0000  97.864556  -3.150970  20.687121
2027 05 27 0000  97.898813  -3.150186  20.730441
2027 05 28 0000  97.933361  -3.149442  20.773528
2027 05 29 0000  97.968189  -3.148735  20.816377
2027 05 30 0000  98.003285  -3.148068  20.858988
2027 05 31 0000  98.038637  -3.147441  20.901356
2027 06 01 0000  98.074235  -3.146852  20.943481
2027 06 02 0000  98.110065  -3.146304  20.985360
2027 06 03 0000  98.146117  -3.145794  21.026990
2027 06 04 0000  98.182377  -3.145325  21.068369
2027 06 05 0000  98.218834  -3.144896  21.109494
2027 06 06 0000  98.255473  -3.144506  21.150365
2027 06 07 0000  98.292284  -3.144156  21.190978
2027 06 08 0000  98.329251  -3.143846  21.231333
2027 06 09 0000  98.366364  -3.143575  21.271428
2027 06 10 0000  98.403608  -3.143344  21.311261
2027 06 11 0000  98.440972  -3.143152  21.350832
2027 06 12 0000  98.478444  -3.143000  21.390140
2027 06 13 0000  98.516012  -3.142886  21.429183
2027 06 14 0000  98.553665  -3.142811  21.467960
2027 06 15 0000  98.591392  -3.142774  21.506472
2027 06 16 0000  98.629182  -3.142776  21.544717
2027 06 17 0000  98.667024  -3.142817  21.582693
2027 06 18 0000  98.704908  -3.142896  21.620402
2027 06 19 0000  98.742823  -3.143014  21.657841
2027 06 20 0000  98.780759  -3.143170  21.695009
2027 06 21 0000  98.818707  -3.143364  21.731907
2027 06 22 0000  98.856655  -3.143596  21.768533
2027 06 23 0000  98.894594  -3.143867  21.804887
2027 06 24 0000  98.932513  -3.144177  21.840967
2027 06 25 0000  98.970402  -3.144524  21.876773
2027 06 26 0000  99.008251  -3.144910  21.912305
2027 06 27 0000  99.046049  -3.145334  21.947561
2027 06 28 0000  99.083786  -3.145797  21.982541
2027 06 29 0000  99.121452  -3.146298  22.017244
2027 06 30 0000  99.159035  -3.146837  22.051670
2027 07 01 0000  99.196525  -3.147415  22.085818
2027 07 02 0000  99.233911  -3.148030  22.119687
2027 07 03 0000  99.271181  -3.148684  22.153278
2027 07 04 0000  99.308325  -3.149375  22.186590
2027 07 05 0000  99.345329  -3.150104  22.219623
2027 07 06 0000  99.382184  -3.150871  22.252377
2027 07 07 0000  99.418877  -3.151674  22.284853
2027 07 08 0000  99.455398  -3.152514  22.317051
2027 07 09 0000  99.491736  -3.153390  22.348973
2027 07 10 0000  99.527880  -3.154303  22.380618
2027 07 11 0000  99.563820  -3.155251  22.411988
2027 07 12 0000  99.599548  -3.156234  22.443084
2027 07 13 0000  99.635053  -3.157253  22.473907
2027 07 14 0000  99.670326  -3.158307  22.504457
2027 07 15 0000  99.705358  -3.159396  22.534736
2027 07 16 0000  99.740141  -3.160519  22.564744
2027 07 17 0000  99.774665  -3.161676  22.594483
2027 07 18 0000  99.808922  -3.162868  22.623953
2027 07 19 0000  99.842903  -3.164093  22.653156
2027 07 20 0000  99.876599  -3.165353  22.682093
2027 07 21 0000  99.910003  -3.166646  22.710764
2027 07 22 0000  99.943104  -3.167973  22.739170
2027 07 23 0000  99.975896  -3.169333  22.767313
2027 07 24 0000  100.008368  -3.170727  22.795194
2027 07 25 0000  100.040512  -3.172153  22.822814
2027 07 26 0000  100.072320  -3.173613  22.850173
2027 07 27 0000  100.103782  -3.175105  22.877274
2027 07 28 0000  100.134890  -3.176629  22.904117
2027 07 29 0000  100.165635  -3.178186  22.930704
2027 07 30 0000  100.196006  -3.179775  22.957035
2027 07 31 0000  100.225995  -3.181396  22.983114
2027 08 01 0000  100.255592  -3.183048  23.008941
2027 08 02 0000  100.284787  -3.184731  23.034518
2027 08 03 0000  100.313572  -3.186444  23.059847
2027 08 04 0000  100.341936  -3.188187  23.084931
2027 08 05 0000  100.369871  -3.189960  23.109772
2027 08 06 0000  100.397368  -3.191762  23.134373
2027 08 07 0000  100.424419  -3.193592  23.158736
2027 08 08 0000  100.451016  -3.195450  23.182864
2027 08 09 0000  100.477153  -3.197336  23.206760
2027 08 10 0000  100.502821  -3.199250  23.230427
2027 08 11 0000  100.528014  -3.201190  23.253868
2027 08 12 0000  100.552726  -3.203157  23.277084
2027 08 13 0000  100.576948  -3.205150  23.300080
2027 08 14 0000  100.600676  -3.207168  23.322857
2027 08 15 0000  100.623902  -3.209212  23.345418
2027 08 16 0000  100.646620  -3.211282  23.367767
2027 08 17 0000  100.668824  -3.213376  23.389905
2027 08 18 0000  100.690508  -3.215494  23.411837
2027 08 19 0000  100.711665  -3.217637  23.433564
2027 08 20 0000  100.732289  -3.219804  23.455089
2027 08 21 0000  100.752373  -3.221994  23.476415
2027 08 22 0000  100.771913  -3.224207  23.497545
2027 08 23 0000  100.790901  -3.226443  23.518483
2027 08 24 0000  100.809331  -3.228701  23.539230
2027 08 25 0000  100.827196  -3.230981  23.559790
2027 08 26 0000  100.844490  -3.233283  23.580167
2027 08 27 0000  100.861207  -3.235606  23.600363
2027 08 28 0000  100.877339  -3.237950  23.620381
2027 08 29 0000  100.892881  -3.240313  23.640226
2027 08 30 0000  100.907825  -3.242696  23.659900
2027 08 31 0000  100.922165  -3.245097  23.679409
2027 09 01 0000  100.935895  -3.247517  23.698755
2027 09 02 0000  100.949010  -3.249954  23.717943
2027 09 03 0000  100.961503  -3.252408  23.736978
2027 09 04 0000  100.973371  -3.254878  23.755864
2027 09 05 0000  100.984609  -3.257363  23.774605
2027 09 06 0000  100.995213  -3.259864  23.793205
2027 09 07 0000  101.005178  -3.262378  23.811670
2027 09 08 0000  101.014503  -3.264907  23.830003
2027 09 09 0000  101.023183  -3.267448  23.848209
2027 09 10 0000  101.031215  -3.270002  23.866292
2027 09 11 0000  101.038596  -3.272569  23.884256
2027 09 12 0000  101.045324  -3.275147  23.902106
2027 09 13 0000  101.051396  -3.277736  23.919847
2027 09 14 0000  101.056809  -3.280336  23.937481
2027 09 15 0000  101.061560  -3.282946  23.955014
2027 09 16 0000  101.065648  -3.285565  23.972451
2027 09 17 0000  101.069069  -3.288194  23.989794
2027 09 18 0000  101.071822  -3.290831  24.007049
2027 09 19 0000  101.073904  -3.293476  24.024220
2027 09 20 0000  101.075313  -3.296128  24.041311
2027 09 21 0000  101.076046  -3.298788  24.058327
2027 09 22 0000  101.076102  -3.301453  24.075272
2027 09 23 0000  101.075477  -3.304125  24.092150
2027 09 24 0000  101.074169  -3.306801  24.108967
2027 09 25 0000  101.072177  -3.309481  24.125728
2027 09 26 0000  101.069498  -3.312165  24.142436
2027 09 27 0000  101.066129  -3.314852  24.159098
2027 09 28 0000  101.062071  -3.317540  24.175718
2027 09 29 0000  101.057320  -3.320230  24.192302
2027 09 30 0000  101.051877  -3.322919  24.208855
2027 10 01 0000  101.045740  -3.325608  24.225383
2027 10 02 0000  101.038911  -3.328296  24.241891
2027 10 03 0000  101.031390  -3.330982  24.258386
2027 10 04 0000  101.023178  -3.333664  24.274871
2027 10 05 0000  101.014276  -3.336344  24.291354
2027 10 06 0000  101.004686  -3.339018  24.307839
2027 10 07 0000  100.994411  -3.341688  24.324332
2027 10 08 0000  100.983451  -3.344353  24.340837
2027 10 09 0000  100.971809  -3.347011  24.357361
2027 10 10 0000  100.959489  -3.349662  24.373907
2027 10 11 0000  100.946491  -3.352305  24.390483
2027 10 12 0000  100.932820  -3.354941  24.407092
2027 10 13 0000  100.918478  -3.357568  24.423739
2027 10 14 0000  100.903468  -3.360185  24.440430
2027 10 15 0000  100.887793  -3.362792  24.457170
2027 10 16 0000  100.871457  -3.365389  24.473963
2027 10 17 0000  100.854462  -3.367974  24.490816
2027 10 18 0000  100.836813  -3.370547  24.507731
2027 10 19 0000  100.818511  -3.373107  24.524715
2027 10 20 0000  100.799561  -3.375654  24.541773
2027 10 21 0000  100.779966  -3.378187  24.558910
2027 10 22 0000  100.759729  -3.380705  24.576131
2027 10 23 0000  100.738854  -3.383207  24.593440
2027 10 24 0000  100.717345  -3.385693  24.610845
2027 10 25 0000  100.695207  -3.388161  24.628349
2027 10 26 0000  100.672443  -3.390611  24.645959
2027 10 27 0000  100.649059  -3.393042  24.663680
2027 10 28 0000  100.625060  -3.395453  24.681518
2027 10 29 0000  100.600453  -3.397844  24.699479
2027 10 30 0000  100.575243  -3.400213  24.717568
2027 10 31 0000  100.549438  -3.402559  24.735790
2027 11 01 0000  100.523046  -3.404883  24.754151
2027 11 02 0000  100.496073  -3.407183  24.772657
2027 11 03 0000  100.468527  -3.409459  24.791312
2027 11 04 0000  100.440418  -3.411710  24.810122
2027 11 05 0000  100.411752  -3.413935  24.829091
2027 11 06 0000  100.382539  -3.416134  24.848225
2027 11 07 0000  100.352787  -3.418307  24.867528
2027 11 08 0000  100.322505  -3.420452  24.887005
2027 11 09 0000  100.291702  -3.422570  24.906660
2027 11 10 0000  100.260387  -3.424659  24.926498
2027 11 11 0000  100.228569  -3.426719  24.946524
2027 11 12 0000  100.196257  -3.428750  24.966742
2027 11 13 0000  100.163461  -3.430751  24.987156
2027 11 14 0000  100.130189  -3.432722  25.007769
2027 11 15 0000  100.096451  -3.434661  25.028588
2027 11 16 0000  100.062256  -3.436569  25.049615
2027 11 17 0000  100.027613  -3.438445  25.070854
2027 11 18 0000  99.992532  -3.440288  25.092310
2027 11 19 0000  99.957021  -3.442098  25.113988
2027 11 20 0000  99.921090  -3.443873  25.135891
2027 11 21 0000  99.884750  -3.445614  25.158023
2027 11 22 0000  99.848009  -3.447320  25.180389
2027 11 23 0000  99.810880  -3.448990  25.202994
2027 11 24 0000  99.773372  -3.450623  25.225841
2027 11 25 0000  99.735497  -3.452219  25.248936
2027 11 26 0000  99.697266  -3.453778  25.272281
2027 11 27 0000  99.658692  -3.455298  25.295881
2027 11 28 0000  99.619787  -3.456780  25.319740
2027 11 29 0000  99.580564  -3.458223  25.343862
2027 11 30 0000  99.541035  -3.459626  25.368249
2027 12 01 0000  99.501213  -3.460990  25.392907
2027 12 02 0000  99.461111  -3.462314  25.417837
2027 12 03 0000  99.420743  -3.463598  25.443043
2027 12 04 0000  99.380122  -3.464841  25.468528
2027 12 05 0000  99.339261  -3.466044  25.494294
2027 12 06 0000  99.298172  -3.467205  25.520344
2027 12 07 0000  99.256870  -3.468325  25.546681
2027 12 08 0000  99.215367  -3.469404  25.573307
2027 12 09 0000  99.173677  -3.470442  25.600225
2027 12 10 0000  99.131813  -3.471438  25.627435
2027 12 11 0000  99.089787  -3.472392  25.654941
2027 12 12 0000  99.047613  -3.473304  25.682745
2027 12 13 0000  99.005303  -3.474174  25.710847
2027 12 14 0000  98.962870  -3.475001  25.739250
2027 12 15 0000  98.920326  -3.475786  25.767955
2027 12 16 0000  98.877683  -3.476529  25.796965
2027 12 17 0000  98.834954  -3.477228  25.826280
2027 12 18 0000  98.792151  -3.477885  25.855904
2027 12 19 0000  98.749288  -3.478498  25.885836
2027 12 20 0000  98.706376  -3.479068  25.916080
2027 12 21 0000  98.663429  -3.479594  25.946637
2027 12 22 0000  98.620460  -3.480077  25.977508
2027 12 23 0000  98.577483  -3.480515  26.008695
2027 12 24 0000  98.534511  -3.480910  26.040199
2027 12 25 0000  98.491559  -3.481261  26.072021
2027 12 26 0000  98.448641  -3.481568  26.104162
2027 12 27 0000  98.405769  -3.481832  26.136623
2027 12 28 0000  98.362959  -3.482052  26.169404
2027 12 29 0000  98.320225  -3.482229  26.202506
2027 12 30 0000  98.277579  -3.482362  26.235929
2027 12 31 0000  98.235037  -3.482453  26.269672
2028 01 01 0000  98.192611  -3.482501  26.303737
2028 01 02 0000  98.150315  -3.482506  26.338121
2028 01 03 0000  98.108163  -3.482470  26.372825
2028 01 04 0000  98.066167  -3.482391  26.407849
2028 01 05 0000  98.024339  -3.482271  26.443190
2028 01 06 0000  97.982694  -3.482110  26.478849
2028 01 07 0000  97.941243  -3.481908  26.514825
2028 01 08 0000  97.899998  -3.481666  26.551115
2028 01 09 0000  97.858972  -3.481383  26.587720
2028 01 10 0000  97.818175  -3.481060  26.624637
2028 01 11 0000  97.777619  -3.480698  26.661865
2028 01 12 0000  97.737314  -3.480297  26.699402
2028 01 13 0000  97.697273  -3.479857  26.737248
2028 01 14 0000  97.657504  -3.479378  26.775401
2028 01 15 0000  97.618018  -3.478860  26.813859
2028 01 16 0000  97.578827  -3.478305  26.852622
2028 01 17 0000  97.539941  -3.477711  26.891687
2028 01 18 0000  97.501370  -3.477080  26.931053
2028 01 19 0000  97.463126  -3.476412  26.970719
2028 01 20 0000  97.425220  -3.475707  27.010683
2028 01 21 0000  97.387662  -3.474966  27.050943
2028 01 22 0000  97.350464  -3.474189  27.091496
2028 01 23 0000  97.313635  -3.473376  27.132341
2028 01 24 0000  97.277188  -3.472529  27.173475
2028 01 25 0000  97.241132  -3.471648  27.214895
2028 01 26 0000  97.205476  -3.470733  27.256599
2028 01 27 0000  97.170233  -3.469785  27.298584
2028 01 28 0000  97.135410  -3.468805  27.340846
2028 01 29 0000  97.101017  -3.467794  27.383382
2028 01 30 0000  97.067064  -3.466751  27.426189
2028 01 31 0000  97.033559  -3.465678  27.469264
2028 02 01 0000  97.000511  -3.464575  27.512602
2028 02 02 0000  96.967927  -3.463443  27.556200
2028 02 03 0000  96.935816  -3.462283  27.600055
2028 02 04 0000  96.904185  -3.461095  27.644162
2028 02 05 0000  96.873041  -3.459881  27.688518
2028 02 06 0000  96.842391  -3.458639  27.733118
2028 02 07 0000  96.812241  -3.457372  27.777958
2028 02 08 0000  96.782597  -3.456080  27.823035
2028 02 09 0000  96.753464  -3.454764  27.868344
2028 02 10 0000  96.724848  -3.453423  27.913882
2028 02 11 0000  96.696755  -3.452059  27.959644
2028 02 12 0000  96.669188  -3.450672  28.005627
2028 02 13 0000  96.642153  -3.449263  28.051826
2028 02 14 0000  96.615656  -3.447831  28.098239
2028 02 15 0000  96.589701  -3.446379  28.144861
2028 02 16 0000  96.564294  -3.444906  28.191688
2028 02 17 0000  96.539440  -3.443412  28.238716
2028 02 18 0000  96.515144  -3.441900  28.285941
2028 02 19 0000  96.491411  -3.440369  28.333358
2028 02 20 0000  96.468246  -3.438820  28.380964
2028 02 21 0000  96.445652  -3.437254  28.428753
2028 02 22 0000  96.423635  -3.435671  28.476720
2028 02 23 0000  96.402199  -3.434073  28.524861
2028 02 24 0000  96.381346  -3.432459  28.573171
2028 02 25 0000  96.361080  -3.430832  28.621645
2028 02 26 0000  96.341404  -3.429191  28.670277
2028 02 27 0000  96.322322  -3.427538  28.719063
2028 02 28 0000  96.303835  -3.425872  28.767997
2028 02 29 0000  96.285946  -3.424196  28.817074
2028 03 01 0000  96.268655  -3.422509  28.866288
2028 03 02 0000  96.251966  -3.420813  28.915635
2028 03 03 0000  96.235878  -3.419107  28.965109
2028 03 04 0000  96.220393  -3.417394  29.014704
2028 03 05 0000  96.205510  -3.415672  29.064414
2028 03 06 0000  96.191231  -3.413944  29.114236
2028 03 07 0000  96.177554  -3.412210  29.164163
2028 03 08 0000  96.164478  -3.410469  29.214191
2028 03 09 0000  96.152005  -3.408724  29.264313
2028 03 10 0000  96.140131  -3.406973  29.314526
2028 03 11 0000  96.128857  -3.405219  29.364825
2028 03 12 0000  96.118182  -3.403461  29.415204
2028 03 13 0000  96.108105  -3.401700  29.465658
2028 03 14 0000  96.098625  -3.399936  29.516184
2028 03 15 0000  96.089742  -3.398171  29.566777
2028 03 16 0000  96.081454  -3.396404  29.617430
2028 03 17 0000  96.073762  -3.394636  29.668140
2028 03 18 0000  96.066665  -3.392869  29.718901
2028 03 19 0000  96.060160  -3.391102  29.769708
2028 03 20 0000  96.054248  -3.389336  29.820555
2028 03 21 0000  96.048926  -3.387572  29.871438
2028 03 22 0000  96.044193  -3.385811  29.922351
2028 03 23 0000  96.040046  -3.384053  29.973289
2028 03 24 0000  96.036485  -3.382299  30.024245
2028 03 25 0000  96.033505  -3.380549  30.075216
2028 03 26 0000  96.031105  -3.378805  30.126195
2028 03 27 0000  96.029281  -3.377066  30.177176
2028 03 28 0000  96.028030  -3.375334  30.228155
2028 03 29 0000  96.027349  -3.373608  30.279125
2028 03 30 0000  96.027234  -3.371890  30.330082
2028 03 31 0000  96.027681  -3.370181  30.381020
2028 04 01 0000  96.028685  -3.368480  30.431933
2028 04 02 0000  96.030243  -3.366787  30.482817
2028 04 03 0000  96.032348  -3.365105  30.533666
2028 04 04 0000  96.034997  -3.363432  30.584476
2028 04 05 0000  96.038185  -3.361770  30.635241
2028 04 06 0000  96.041905  -3.360119  30.685957
2028 04 07 0000  96.046153  -3.358479  30.736618
2028 04 08 0000  96.050924  -3.356850  30.787222
2028 04 09 0000  96.056213  -3.355233  30.837762
2028 04 10 0000  96.062014  -3.353629  30.888236
2028 04 11 0000  96.068324  -3.352037  30.938637
2028 04 12 0000  96.075137  -3.350458  30.988964
2028 04 13 0000  96.082449  -3.348893  31.039209
2028 04 14 0000  96.090256  -3.347341  31.089370
2028 04 15 0000  96.098552  -3.345804  31.139442
2028 04 16 0000  96.107332  -3.344282  31.189420
2028 04 17 0000  96.116592  -3.342775  31.239300
2028 04 18 0000  96.126327  -3.341284  31.289076
2028 04 19 0000  96.136531  -3.339809  31.338745
2028 04 20 0000  96.147198  -3.338351  31.388301
2028 04 21 0000  96.158324  -3.336910  31.437740
2028 04 22 0000  96.169901  -3.335487  31.487058
2028 04 23 0000  96.181925  -3.334082  31.536249
2028 04 24 0000  96.194389  -3.332695  31.585310
2028 04 25 0000  96.207286  -3.331326  31.634235
2028 04 26 0000  96.220611  -3.329977  31.683021
2028 04 27 0000  96.234356  -3.328647  31.731663
2028 04 28 0000  96.248514  -3.327337  31.780157
2028 04 29 0000  96.263078  -3.326047  31.828498
2028 04 30 0000  96.278042  -3.324778  31.876682
2028 05 01 0000  96.293397  -3.323529  31.924706
2028 05 02 0000  96.309136  -3.322301  31.972566
2028 05 03 0000  96.325251  -3.321093  32.020257
2028 05 04 0000  96.341737  -3.319907  32.067778
2028 05 05 0000  96.358584  -3.318743  32.115124
2028 05 06 0000  96.375786  -3.317599  32.162292
2028 05 07 0000  96.393335  -3.316478  32.209279
2028 05 08 0000  96.411226  -3.315378  32.256082
2028 05 09 0000  96.429451  -3.314300  32.302699
2028 05 10 0000  96.448003  -3.313245  32.349125
2028 05 11 0000  96.466877  -3.312212  32.395358
2028 05 12 0000  96.486065  -3.311202  32.441395
2028 05 13 0000  96.505562  -3.310215  32.487232
2028 05 14 0000  96.525360  -3.309251  32.532867
2028 05 15 0000  96.545453  -3.308311  32.578296
2028 05 16 0000  96.565833  -3.307395  32.623516
2028 05 17 0000  96.586495  -3.306503  32.668524
2028 05 18 0000  96.607431  -3.305635  32.713317
2028 05 19 0000  96.628634  -3.304791  32.757891
2028 05 20 0000  96.650097  -3.303973  32.802244
