# YYYY MM DD HHMM  Lon(deg)  Lat(deg)  Dist(AU)
2020 04 15 0000  292.264360  2.438928  68.680331
2020 04 16 0000  292.263716  2.438976  68.646735
2020 04 17 0000  292.263072  2.439024  68.613140
2020 04 18 0000  292.262427  2.439071  68.579544
2020 04 19 0000  292.261782  2.439119  68.545948
2020 04 20 0000  292.261136  2.439167  68.512352
2020 04 21 0000  292.260489  2.439215  68.478756
2020 04 22 0000  292.259842  2.439263  68.445161
2020 04 23 0000  292.259194  2.439311  68.411564
2020 04 24 0000  292.258545  2.439359  68.377968
2020 04 25 0000  292.257896  2.439407  68.344372
2020 04 26 0000  292.257246  2.439455  68.310776
2020 04 27 0000  292.256596  2.439503  68.277180
2020 04 28 0000  292.255945  2.439552  68.243583
2020 04 29 0000  292.255293  2.439600  68.209987
2020 04 30 0000  292.254641  2.439648  68.176390
2020 05 01 0000  292.253988  2.439696  68.142794
2020 05 02 0000  292.253334  2.439745  68.109197
2020 05 03 0000  292.252680  2.439793  68.075600
2020 05 04 0000  292.252025  2.439842  68.042004
2020 05 05 0000  292.251369  2.439890  68.008407
2020 05 06 0000  292.250713  2.439939  67.974810
2020 05 07 0000  292.250056  2.439988  67.941213
2020 05 08 0000  292.249398  2.440036  67.907616
2020 05 09 0000  292.248740  2.440085  67.874019
2020 05 10 0000  292.248081  2.440134  67.840422
2020 05 11 0000  292.247422  2.440183  67.806824
2020 05 12 0000  292.246762  2.440232  67.773227
2020 05 13 0000  292.246101  2.440281  67.739630
2020 05 14 0000  292.245440  2.440330  67.706032
2020 05 15 0000  292.244777  2.440379  67.672435
2020 05 16 0000  292.244115  2.440428  67.638837
2020 05 17 0000  292.243451  2.440477  67.605239
2020 05 18 0000  292.242787  2.440526  67.571642
2020 05 19 0000  292.242123  2.440575  67.538044
2020 05 20 0000  292.241457  2.440625  67.504446
2020 05 21 0000  292.240791  2.440674  67.470848
2020 05 22 0000  292.240124  2.440723  67.437250
2020 05 23 0000  292.239457  2.440773  67.403652
2020 05 24 0000  292.238789  2.440822  67.370054
2020 05 25 0000  292.238120  2.440872  67.336456
2020 05 26 0000  292.237451  2.440921  67.302858
2020 05 27 0000  292.236781  2.440971  67.269259
2020 05 28 0000  292.236110  2.441021  67.235661
2020 05 29 0000  292.235439  2.441071  67.202062
2020 05 30 0000  292.234767  2.441120  67.168464
2020 05 31 0000  292.234094  2.441170  67.134865
2020 06 01 0000  292.233421  2.441220  67.101267
2020 06 02 0000  292.232747  2.441270  67.067668
2020 06 03 0000  292.232072  2.441320  67.034069
2020 06 04 0000  292.231397  2.441370  67.000470
2020 06 05 0000  292.230721  2.441420  66.966871
2020 06 06 0000  292.230044  2.441470  66.933272
2020 06 07 0000  292.229366  2.441520  66.899673
2020 06 08 0000  292.228688  2.441571  66.866074
2020 06 09 0000  292.228009  2.441621  66.832475
2020 06 10 0000  292.227330  2.441671  66.798875
2020 06 11 0000  292.226650  2.441722  66.765276
2020 06 12 0000  292.225969  2.441772  66.731677
2020 06 13 0000  292.225288  2.441823  66.698077
2020 06 14 0000  292.224605  2.441873  66.664478
2020 06 15 0000  292.223922  2.441924  66.630878
2020 06 16 0000  292.223239  2.441974  66.597278
2020 06 17 0000  292.222555  2.442025  66.563678
2020 06 18 0000  292.221870  2.442076  66.530078
2020 06 19 0000  292.221184  2.442127  66.496479
2020 06 20 0000  292.220498  2.442178  66.462879
2020 06 21 0000  292.219811  2.442228  66.429278
2020 06 22 0000  292.219123  2.442279  66.395678
2020 06 23 0000  292.218434  2.442330  66.362078
2020 06 24 0000  292.217745  2.442381  66.328478
2020 06 25 0000  292.217056  2.442433  66.294877
2020 06 26 0000  292.216365  2.442484  66.261277
2020 06 27 0000  292.215674  2.442535  66.227676
2020 06 28 0000  292.214982  2.442586  66.194076
2020 06 29 0000  292.214289  2.442638  66.160475
2020 06 30 0000  292.213596  2.442689  66.126875
2020 07 01 0000  292.212902  2.442740  66.093274
2020 07 02 0000  292.212207  2.442792  66.059673
2020 07 03 0000  292.211512  2.442843  66.026072
2020 07 04 0000  292.210816  2.442895  65.992471
2020 07 05 0000  292.210119  2.442947  65.958870
2020 07 06 0000  292.209421  2.442998  65.925269
2020 07 07 0000  292.208723  2.443050  65.891667
2020 07 08 0000  292.208024  2.443102  65.858066
2020 07 09 0000  292.207324  2.443154  65.824465
2020 07 10 0000  292.206624  2.443206  65.790863
2020 07 11 0000  292.205923  2.443257  65.757262
2020 07 12 0000  292.205221  2.443309  65.723660
2020 07 13 0000  292.204518  2.443362  65.690059
2020 07 14 0000  292.203815  2.443414  65.656457
2020 07 15 0000  292.203111  2.443466  65.622855
2020 07 16 0000  292.202406  2.443518  65.589253
2020 07 17 0000  292.201701  2.443570  65.555651
2020 07 18 0000  292.200994  2.443623  65.522049
2020 07 19 0000  292.200288  2.443675  65.488447
2020 07 20 0000  292.199580  2.443727  65.454845
2020 07 21 0000  292.198872  2.443780  65.421243
2020 07 22 0000  292.198162  2.443833  65.387640
2020 07 23 0000  292.197453  2.443885  65.354038
2020 07 24 0000  292.196742  2.443938  65.320435
2020 07 25 0000  292.196031  2.443990  65.286833
2020 07 26 0000  292.195319  2.444043  65.253230
2020 07 27 0000  292.194606  2.444096  65.219628
2020 07 28 0000  292.193893  2.444149  65.186025
2020 07 29 0000  292.193178  2.444202  65.152422
2020 07 30 0000  292.192463  2.444255  65.118819
2020 07 31 0000  292.191748  2.444308  65.085216
2020 08 01 0000  292.191031  2.444361  65.051613
2020 08 02 0000  292.190314  2.444414  65.018010
2020 08 03 0000  292.189596  2.444467  64.984407
2020 08 04 0000  292.188877  2.444521  64.950803
2020 08 05 0000  292.188158  2.444574  64.917200
2020 08 06 0000  292.187438  2.444627  64.883597
2020 08 07 0000  292.186717  2.444681  64.849993
2020 08 08 0000  292.185995  2.444734  64.816390
2020 08 09 0000  292.185273  2.444788  64.782786
2020 08 10 0000  292.184549  2.444841  64.749182
2020 08 11 0000  292.183826  2.444895  64.715579
2020 08 12 0000  292.183101  2.444949  64.681975
2020 08 13 0000  292.182375  2.445002  64.648371
2020 08 14 0000  292.181649  2.445056  64.614767
2020 08 15 0000  292.180922  2.445110  64.581163
2020 08 16 0000  292.180195  2.445164  64.547559
2020 08 17 0000  292.179466  2.445218  64.513954
2020 08 18 0000  292.178737  2.445272  64.480350
2020 08 19 0000  292.178007  2.445326  64.446746
2020 08 20 0000  292.177276  2.445380  64.413141
2020 08 21 0000  292.176545  2.445435  64.379537
2020 08 22 0000  292.175812  2.445489  64.345932
2020 08 23 0000  292.175079  2.445543  64.312328
2020 08 24 0000  292.174345  2.445598  64.278723
2020 08 25 0000  292.173611  2.445652  64.245118
2020 08 26 0000  292.172875  2.445706  64.211513
2020 08 27 0000  292.172139  2.445761  64.177908
2020 08 28 0000  292.171402  2.445816  64.144303
2020 08 29 0000  292.170665  2.445870  64.110698
2020 08 30 0000  292.169926  2.445925  64.077093
2020 08 31 0000  292.169187  2.445980  64.043488
2020 09 01 0000  292.168447  2.446035  64.009882
2020 09 02 0000  292.167706  2.446090  63.976277
2020 09 03 0000  292.166964  2.446144  63.942672
2020 09 04 0000  292.166222  2.446200  63.909066
2020 09 05 0000  292.165479  2.446255  63.875460
2020 09 06 0000  292.164735  2.446310  63.841855
2020 09 07 0000  292.163990  2.446365  63.808249
2020 09 08 0000  292.163245  2.446420  63.774643
2020 09 09 0000  292.162498  2.446475  63.741037
2020 09 10 0000  292.161751  2.446531  63.707431
2020 09 11 0000  292.161003  2.446586  63.673825
2020 09 12 0000  292.160255  2.446642  63.640219
2020 09 13 0000  292.159505  2.446697  63.606613
2020 09 14 0000  292.158755  2.446753  63.573007
2020 09 15 0000  292.158004  2.446809  63.539400
2020 09 16 0000  292.157252  2.446864  63.505794
2020 09 17 0000  292.156499  2.446920  63.472187
2020 09 18 0000  292.155746  2.446976  63.438581
2020 09 19 0000  292.154992  2.447032  63.404974
2020 09 20 0000  292.154237  2.447088  63.371368
2020 09 21 0000  292.153481  2.447144  63.337761
2020 09 22 0000  292.152724  2.447200  63.304154
2020 09 23 0000  292.151967  2.447256  63.270547
2020 09 24 0000  292.151208  2.447312  63.236940
2020 09 25 0000  292.150449  2.447368  63.203333
2020 09 26 0000  292.149689  2.447425  63.169726
2020 09 27 0000  292.148929  2.447481  63.136118
2020 09 28 0000  292.148167  2.447537  63.102511
2020 09 29 0000  292.147405  2.447594  63.068904
2020 09 30 0000  292.146642  2.447651  63.035296
2020 10 01 0000  292.145878  2.447707  63.001689
2020 10 02 0000  292.145113  2.447764  62.968081
2020 10 03 0000  292.144347  2.447821  62.934474
2020 10 04 0000  292.143581  2.447877  62.900866
2020 10 05 0000  292.142814  2.447934  62.867258
2020 10 06 0000  292.142045  2.447991  62.833650
2020 10 07 0000  292.141277  2.448048  62.800042
2020 10 08 0000  292.140507  2.448105  62.766434
2020 10 09 0000  292.139736  2.448162  62.732826
2020 10 10 0000  292.138965  2.448219  62.699218
2020 10 11 0000  292.138193  2.448277  62.665609
2020 10 12 0000  292.137420  2.448334  62.632001
2020 10 13 0000  292.136646  2.448391  62.598393
2020 10 14 0000  292.135871  2.448449  62.564784
2020 10 15 0000  292.135095  2.448506  62.531176
2020 10 16 0000  292.134319  2.448564  62.497567
2020 10 17 0000  292.133542  2.448621  62.463958
2020 10 18 0000  292.132764  2.448679  62.430350
2020 10 19 0000  292.131985  2.448737  62.396741
2020 10 20 0000  292.131205  2.448794  62.363132
2020 10 21 0000  292.130425  2.448852  62.329523
2020 10 22 0000  292.129643  2.448910  62.295914
2020 10 23 0000  292.128861  2.448968  62.262304
2020 10 24 0000  292.128078  2.449026  62.228695
2020 10 25 0000  292.127294  2.449084  62.195086
2020 10 26 0000  292.126509  2.449142  62.161477
2020 10 27 0000  292.125723  2.449201  62.127867
2020 10 28 0000  292.124937  2.449259  62.094258
2020 10 29 0000  292.124149  2.449317  62.060648
2020 10 30 0000  292.123361  2.449376  62.027038
2020 10 31 0000  292.122572  2.449434  61.993428
2020 11 01 0000  292.121782  2.449493  61.959819
2020 11 02 0000  292.120991  2.449551  61.926209
2020 11 03 0000  292.120199  2.449610  61.892599
2020 11 04 0000  292.119407  2.449669  61.858989
2020 11 05 0000  292.118613  2.449727  61.825379
2020 11 06 0000  292.117819  2.449786  61.791768
2020 11 07 0000  292.117024  2.449845  61.758158
2020 11 08 0000  292.116228  2.449904  61.724548
2020 11 09 0000  292.115431  2.449963  61.690937
2020 11 10 0000  292.114633  2.450022  61.657327
2020 11 11 0000  292.113835  2.450081  61.623716
2020 11 12 0000  292.113035  2.450141  61.590105
2020 11 13 0000  292.112235  2.450200  61.556495
2020 11 14 0000  292.111434  2.450259  61.522884
2020 11 15 0000  292.110631  2.450319  61.489273
2020 11 16 0000  292.109828  2.450378  61.455662
2020 11 17 0000  292.109025  2.450438  61.422051
2020 11 18 0000  292.108220  2.450497  61.388440
2020 11 19 0000  292.107414  2.450557  61.354829
2020 11 20 0000  292.106608  2.450617  61.321217
2020 11 21 0000  292.105800  2.450677  61.287606
2020 11 22 0000  292.104992  2.450737  61.253995
2020 11 23 0000  292.104183  2.450797  61.220383
2020 11 24 0000  292.103373  2.450857  61.186772
2020 11 25 0000  292.102562  2.450917  61.153160
2020 11 26 0000  292.101750  2.450977  61.119548
2020 11 27 0000  292.100937  2.451037  61.085936
2020 11 28 0000  292.100123  2.451097  61.052325
2020 11 29 0000  292.099309  2.451158  61.018713
2020 11 30 0000  292.098493  2.451218  60.985101
2020 12 01 0000  292.097677  2.451279  60.951488
2020 12 02 0000  292.096860  2.451339  60.917876
2020 12 03 0000  292.096041  2.451400  60.884264
2020 12 04 0000  292.095222  2.451460  60.850652
2020 12 05 0000  292.094402  2.451521  60.817039
2020 12 06 0000  292.093581  2.451582  60.783427
2020 12 07 0000  292.092760  2.451643  60.749814
2020 12 08 0000  292.091937  2.451704  60.716201
2020 12 09 0000  292.091113  2.451765  60.682589
2020 12 10 0000  292.090289  2.451826  60.648976
2020 12 11 0000  292.089463  2.451887  60.615363
2020 12 12 0000  292.088637  2.451948  60.581750
2020 12 13 0000  292.087810  2.452010  60.548137
2020 12 14 0000  292.086981  2.452071  60.514524
2020 12 15 0000  292.086152  2.452132  60.480911
2020 12 16 0000  292.085322  2.452194  60.447297
2020 12 17 0000  292.084491  2.452255  60.413684
2020 12 18 0000  292.083659  2.452317  60.380070
2020 12 19 0000  292.082826  2.452379  60.346457
2020 12 20 0000  292.081993  2.452441  60.312843
2020 12 21 0000  292.081158  2.452502  60.279230
2020 12 22 0000  292.080322  2.452564  60.245616
2020 12 23 0000  292.079486  2.452626  60.212002
2020 12 24 0000  292.078648  2.452688  60.178388
2020 12 25 0000  292.077810  2.452750  60.144774
2020 12 26 0000  292.076970  2.452813  60.111160
2020 12 27 0000  292.076130  2.452875  60.077546
2020 12 28 0000  292.075289  2.452937  60.043932
2020 12 29 0000  292.074447  2.453000  60.010317
2020 12 30 0000  292.073603  2.453062  59.976703
2020 12 31 0000  292.072759  2.453125  59.943088
2021 01 01 0000  292.071914  2.453187  59.909474
2021 01 02 0000  292.071068  2.453250  59.875859
2021 01 03 0000  292.070221  2.453313  59.842244
2021 01 04 0000  292.069373  2.453375  59.808629
2021 01 05 0000  292.068525  2.453438  59.775015
2021 01 06 0000  292.067675  2.453501  59.741400
2021 01 07 0000  292.066824  2.453564  59.707785
2021 01 08 0000  292.065972  2.453627  59.674169
2021 01 09 0000  292.065119  2.453691  59.640554
2021 01 10 0000  292.064266  2.453754  59.606939
2021 01 11 0000  292.063411  2.453817  59.573323
2021 01 12 0000  292.062556  2.453880  59.539708
2021 01 13 0000  292.061699  2.453944  59.506092
2021 01 14 0000  292.060841  2.454007  59.472477
2021 01 15 0000  292.059983  2.454071  59.438861
2021 01 16 0000  292.059123  2.454135  59.405245
2021 01 17 0000  292.058263  2.454198  59.371629
2021 01 18 0000  292.057401  2.454262  59.338014
2021 01 19 0000  292.056539  2.454326  59.304397
2021 01 20 0000  292.055676  2.454390  59.270781
2021 01 21 0000  292.054811  2.454454  59.237165
2021 01 22 0000  292.053946  2.454518  59.203549
2021 01 23 0000  292.053079  2.454582  59.169932
2021 01 24 0000  292.052212  2.454647  59.136316
2021 01 25 0000  292.051344  2.454711  59.102699
2021 01 26 0000  292.050474  2.454775  59.069083
2021 01 27 0000  292.049604  2.454840  59.035466
2021 01 28 0000  292.048733  2.454904  59.001849
2021 01 29 0000  292.047860  2.454969  58.968233
2021 01 30 0000  292.046987  2.455034  58.934616
2021 01 31 0000  292.046113  2.455098  58.900999
2021 02 01 0000  292.045238  2.455163  58.867381
2021 02 02 0000  292.044361  2.455228  58.833764
2021 02 03 0000  292.043484  2.455293  58.800147
2021 02 04 0000  292.042606  2.455358  58.766530
2021 02 05 0000  292.041726  2.455423  58.732912
2021 02 06 0000  292.040846  2.455489  58.699295
2021 02 07 0000  292.039965  2.455554  58.665677
2021 02 08 0000  292.039082  2.455619  58.632059
2021 02 09 0000  292.038199  2.455685  58.598441
2021 02 10 0000  292.037314  2.455750  58.564824
2021 02 11 0000  292.036429  2.455816  58.531206
2021 02 12 0000  292.035542  2.455881  58.497588
2021 02 13 0000  292.034655  2.455947  58.463970
2021 02 14 0000  292.033766  2.456013  58.430351
2021 02 15 0000  292.032877  2.456079  58.396733
2021 02 16 0000  292.031986  2.456145  58.363115
2021 02 17 0000  292.031095  2.456211  58.329496
2021 02 18 0000  292.030202  2.456277  58.295878
2021 02 19 0000  292.029309  2.456343  58.262259
2021 02 20 0000  292.028414  2.456410  58.228640
2021 02 21 0000  292.027518  2.456476  58.195022
2021 02 22 0000  292.026621  2.456542  58.161403
2021 02 23 0000  292.025724  2.456609  58.127784
2021 02 24 0000  292.024825  2.456675  58.094165
2021 02 25 0000  292.023925  2.456742  58.060546
2021 02 26 0000  292.023024  2.456809  58.026926
2021 02 27 0000  292.022122  2.456876  57.993307
2021 02 28 0000  292.021219  2.456942  57.959688
2021 03 01 0000  292.020315  2.457009  57.926068
2021 03 02 0000  292.019410  2.457076  57.892449
2021 03 03 0000  292.018504  2.457144  57.858829
2021 03 04 0000  292.017596  2.457211  57.825209
2021 03 05 0000  292.016688  2.457278  57.791589
2021 03 06 0000  292.015779  2.457345  57.757969
2021 03 07 0000  292.014868  2.457413  57.724349
2021 03 08 0000  292.013957  2.457480  57.690729
2021 03 09 0000  292.013044  2.457548  57.657109
2021 03 10 0000  292.012131  2.457616  57.623489
2021 03 11 0000  292.011216  2.457683  57.589869
2021 03 12 0000  292.010300  2.457751  57.556248
2021 03 13 0000  292.009383  2.457819  57.522628
2021 03 14 0000  292.008465  2.457887  57.489007
2021 03 15 0000  292.007546  2.457955  57.455386
2021 03 16 0000  292.006626  2.458023  57.421766
2021 03 17 0000  292.005705  2.458092  57.388145
2021 03 18 0000  292.004783  2.458160  57.354524
2021 03 19 0000  292.003859  2.458228  57.320903
2021 03 20 0000  292.002935  2.458297  57.287282
2021 03 21 0000  292.002009  2.458365  57.253661
2021 03 22 0000  292.001083  2.458434  57.220039
2021 03 23 0000  292.000155  2.458503  57.186418
2021 03 24 0000  291.999226  2.458571  57.152796
2021 03 25 0000  291.998296  2.458640  57.119175
2021 03 26 0000  291.997365  2.458709  57.085553
2021 03 27 0000  291.996433  2.458778  57.051932
2021 03 28 0000  291.995500  2.458847  57.018310
2021 03 29 0000  291.994566  2.458917  56.984688
2021 03 30 0000  291.993630  2.458986  56.951066
2021 03 31 0000  291.992694  2.459055  56.917444
2021 04 01 0000  291.991756  2.459125  56.883822
2021 04 02 0000  291.990817  2.459194  56.850199
2021 04 03 0000  291.989878  2.459264  56.816577
2021 04 04 0000  291.988937  2.459333  56.782955
2021 04 05 0000  291.987994  2.459403  56.749332
2021 04 06 0000  291.987051  2.459473  56.715710
2021 04 07 0000  291.986107  2.459543  56.682087
2021 04 08 0000  291.985161  2.459613  56.648464
2021 04 09 0000  291.984215  2.459683  56.614841
2021 04 10 0000  291.983267  2.459753  56.581218
2021 04 11 0000  291.982318  2.459824  56.547595
2021 04 12 0000  291.981368  2.459894  56.513972
2021 04 13 0000  291.980417  2.459964  56.480349
2021 04 14 0000  291.979465  2.460035  56.446726
2021 04 15 0000  291.978511  2.460106  56.413102
2021 04 16 0000  291.977557  2.460176  56.379479
2021 04 17 0000  291.976601  2.460247  56.345855
2021 04 18 0000  291.975644  2.460318  56.312232
2021 04 19 0000  291.974686  2.460389  56.278608
2021 04 20 0000  291.973727  2.460460  56.244984
2021 04 21 0000  291.972767  2.460531  56.211360
2021 04 22 0000  291.971805  2.460602  56.177736
2021 04 23 0000  291.970842  2.460673  56.144112
2021 04 24 0000  291.969879  2.460745  56.110488
2021 04 25 0000  291.968914  2.460816  56.076864
2021 04 26 0000  291.967948  2.460888  56.043239
2021 04 27 0000  291.966980  2.460959  56.009615
2021 04 28 0000  291.966012  2.461031  55.975990
2021 04 29 0000  291.965042  2.461103  55.942366
2021 04 30 0000  291.964071  2.461175  55.908741
2021 05 01 0000  291.963099  2.461247  55.875116
2021 05 02 0000  291.962126  2.461319  55.841491
2021 05 03 0000  291.961152  2.461391  55.807866
2021 05 04 0000  291.960177  2.461463  55.774241
2021 05 05 0000  291.959200  2.461536  55.740616
2021 05 06 0000  291.958222  2.461608  55.706991
2021 05 07 0000  291.957243  2.461680  55.673365
2021 05 08 0000  291.956263  2.461753  55.639740
2021 05 09 0000  291.955281  2.461826  55.606115
2021 05 10 0000  291.954299  2.461898  55.572489
2021 05 11 0000  291.953315  2.461971  55.538863
2021 05 12 0000  291.952330  2.462044  55.505237
2021 05 13 0000  291.951344  2.462117  55.471612
2021 05 14 0000  291.950356  2.462190  55.437986
2021 05 15 0000  291.949368  2.462264  55.404360
2021 05 16 0000  291.948378  2.462337  55.370733
2021 05 17 0000  291.947387  2.462410  55.337107
2021 05 18 0000  291.946394  2.462484  55.303481
2021 05 19 0000  291.945401  2.462557  55.269855
2021 05 20 0000  291.944406  2.462631  55.236228
2021 05 21 0000  291.943410  2.462705  55.202601
2021 05 22 0000  291.942413  2.462778  55.168975
2021 05 23 0000  291.941415  2.462852  55.135348
2021 05 24 0000  291.940415  2.462926  55.101721
2021 05 25 0000  291.939415  2.463000  55.068094
2021 05 26 0000  291.938413  2.463075  55.034467
2021 05 27 0000  291.937409  2.463149  55.000840
2021 05 28 0000  291.936405  2.463223  54.967213
2021 05 29 0000  291.935399  2.463298  54.933586
2021 05 30 0000  291.934392  2.463372  54.899958
2021 05 31 0000  291.933384  2.463447  54.866331
2021 06 01 0000  291.932375  2.463522  54.832703
2021 06 02 0000  291.931364  2.463596  54.799075
2021 06 03 0000  291.930352  2.463671  54.765448
2021 06 04 0000  291.929339  2.463746  54.731820
2021 06 05 0000  291.928325  2.463821  54.698192
2021 06 06 0000  291.927309  2.463897  54.664564
2021 06 07 0000  291.926292  2.463972  54.630936
2021 06 08 0000  291.925274  2.464047  54.597307
2021 06 09 0000  291.924254  2.464123  54.563679
2021 06 10 0000  291.923234  2.464198  54.530051
2021 06 11 0000  291.922212  2.464274  54.496422
2021 06 12 0000  291.921188  2.464350  54.462794
2021 06 13 0000  291.920164  2.464426  54.429165
2021 06 14 0000  291.919138  2.464502  54.395536
2021 06 15 0000  291.918111  2.464578  54.361907
2021 06 16 0000  291.917083  2.464654  54.328278
2021 06 17 0000  291.916053  2.464730  54.294649
2021 06 18 0000  291.915022  2.464806  54.261020
2021 06 19 0000  291.913990  2.464883  54.227391
2021 06 20 0000  291.912957  2.464959  54.193762
2021 06 21 0000  291.911922  2.465036  54.160132
2021 06 22 0000  291.910886  2.465112  54.126503
2021 06 23 0000  291.909849  2.465189  54.092873
2021 06 24 0000  291.908810  2.465266  54.059243
2021 06 25 0000  291.907770  2.465343  54.025613
2021 06 26 0000  291.906729  2.465420  53.991984
2021 06 27 0000  291.905686  2.465497  53.958354
2021 06 28 0000  291.904642  2.465574  53.924723
2021 06 29 0000  291.903597  2.465652  53.891093
2021 06 30 0000  291.902551  2.465729  53.857463
2021 07 01 0000  291.901503  2.465807  53.823833
2021 07 02 0000  291.900454  2.465884  53.790202
2021 07 03 0000  291.899404  2.465962  53.756572
2021 07 04 0000  291.898352  2.466040  53.722941
2021 07 05 0000  291.897299  2.466118  53.689310
2021 07 06 0000  291.896245  2.466196  53.655679
2021 07 07 0000  291.895189  2.466274  53.622048
2021 07 08 0000  291.894132  2.466352  53.588417
2021 07 09 0000  291.893073  2.466431  53.554786
2021 07 10 0000  291.892014  2.466509  53.521155
2021 07 11 0000  291.890953  2.466588  53.487524
2021 07 12 0000  291.889890  2.466666  53.453892
2021 07 13 0000  291.888827  2.466745  53.420261
2021 07 14 0000  291.887762  2.466824  53.386629
2021 07 15 0000  291.886695  2.466903  53.352997
2021 07 16 0000  291.885627  2.466982  53.319366
2021 07 17 0000  291.884558  2.467061  53.285734
2021 07 18 0000  291.883488  2.467140  53.252102
2021 07 19 0000  291.882416  2.467219  53.218470
2021 07 20 0000  291.881343  2.467299  53.184837
2021 07 21 0000  291.880268  2.467378  53.151205
2021 07 22 0000  291.879192  2.467458  53.117573
2021 07 23 0000  291.878115  2.467538  53.083940
2021 07 24 0000  291.877036  2.467618  53.050308
2021 07 25 0000  291.875956  2.467697  53.016675
2021 07 26 0000  291.874875  2.467777  52.983042
2021 07 27 0000  291.873792  2.467858  52.949409
2021 07 28 0000  291.872708  2.467938  52.915776
2021 07 29 0000  291.871623  2.468018  52.882143
2021 07 30 0000  291.870536  2.468099  52.848510
2021 07 31 0000  291.869447  2.468179  52.814877
2021 08 01 0000  291.868357  2.468260  52.781244
2021 08 02 0000  291.867266  2.468340  52.747610
2021 08 03 0000  291.866174  2.468421  52.713977
2021 08 04 0000  291.865080  2.468502  52.680343
2021 08 05 0000  291.863985  2.468583  52.646709
2021 08 06 0000  291.862888  2.468664  52.613075
2021 08 07 0000  291.861790  2.468746  52.579441
2021 08 08 0000  291.860690  2.468827  52.545807
2021 08 09 0000  291.859589  2.468909  52.512173
2021 08 10 0000  291.858487  2.468990  52.478539
2021 08 11 0000  291.857383  2.469072  52.444905
2021 08 12 0000  291.856278  2.469154  52.411270
2021 08 13 0000  291.855171  2.469235  52.377636
2021 08 14 0000  291.854063  2.469317  52.344001
2021 08 15 0000  291.852954  2.469399  52.310366
2021 08 16 0000  291.851843  2.469482  52.276731
2021 08 17 0000  291.850730  2.469564  52.243096
2021 08 18 0000  291.849616  2.469646  52.209461
2021 08 19 0000  291.848501  2.469729  52.175826
2021 08 20 0000  291.847384  2.469812  52.142191
2021 08 21 0000  291.846266  2.469894  52.108556
2021 08 22 0000  291.845147  2.469977  52.074920
2021 08 23 0000  291.844026  2.470060  52.041285
2021 08 24 0000  291.842903  2.470143  52.007649
2021 08 25 0000  291.841779  2.470226  51.974013
2021 08 26 0000  291.840654  2.470309  51.940377
2021 08 27 0000  291.839527  2.470393  51.906741
2021 08 28 0000  291.838398  2.470476  51.873105
2021 08 29 0000  291.837269  2.470560  51.839469
2021 08 30 0000  291.836137  2.470644  51.805833
2021 08 31 0000  291.835004  2.470727  51.772197
2021 09 01 0000  291.833870  2.470811  51.738560
2021 09 02 0000  291.832734  2.470895  51.704924
2021 09 03 0000  291.831597  2.470979  51.671287
2021 09 04 0000  291.830458  2.471064  51.637650
2021 09 05 0000  291.829318  2.471148  51.604013
2021 09 06 0000  291.828176  2.471232  51.570376
2021 09 07 0000  291.827033  2.471317  51.536739
2021 09 08 0000  291.825888  2.471402  51.503102
2021 09 09 0000  291.824742  2.471487  51.469465
2021 09 10 0000  291.823594  2.471571  51.435827
2021 09 11 0000  291.822445  2.471656  51.402190
2021 09 12 0000  291.821294  2.471742  51.368552
2021 09 13 0000  291.820142  2.471827  51.334915
2021 09 14 0000  291.818988  2.471912  51.301277
2021 09 15 0000  291.817833  2.471998  51.267639
2021 09 16 0000  291.816676  2.472083  51.234001
2021 09 17 0000  291.815518  2.472169  51.200363
2021 09 18 0000  291.814358  2.472255  51.166725
2021 09 19 0000  291.813197  2.472340  51.133086
2021 09 20 0000  291.812034  2.472427  51.099448
2021 09 21 0000  291.810869  2.472513  51.065809
2021 09 22 0000  291.809703  2.472599  51.032171
2021 09 23 0000  291.808535  2.472685  50.998532
2021 09 24 0000  291.807366  2.472772  50.964893
2021 09 25 0000  291.806195  2.472858  50.931254
2021 09 26 0000  291.805023  2.472945  50.897615
2021 09 27 0000  291.803849  2.473032  50.863976
2021 09 28 0000  291.802674  2.473119  50.830337
2021 09 29 0000  291.801497  2.473206  50.796698
2021 09 30 0000  291.800318  2.473293  50.763058
2021 10 01 0000  291.799138  2.473380  50.729419
2021 10 02 0000  291.797957  2.473468  50.695779
2021 10 03 0000  291.796773  2.473555  50.662139
2021 10 04 0000  291.795589  2.473643  50.628499
2021 10 05 0000  291.794402  2.473730  50.594859
2021 10 06 0000  291.793214  2.473818  50.561219
2021 10 07 0000  291.792024  2.473906  50.527579
2021 10 08 0000  291.790833  2.473994  50.493939
2021 10 09 0000  291.789640  2.474083  50.460298
2021 10 10 0000  291.788446  2.474171  50.426658
2021 10 11 0000  291.787250  2.474259  50.393017
2021 10 12 0000  291.786052  2.474348  50.359376
2021 10 13 0000  291.784853  2.474437  50.325736
2021 10 14 0000  291.783652  2.474525  50.292095
2021 10 15 0000  291.782450  2.474614  50.258454
2021 10 16 0000  291.781246  2.474703  50.224812
2021 10 17 0000  291.780040  2.474792  50.191171
2021 10 18 0000  291.778833  2.474882  50.157530
2021 10 19 0000  291.777624  2.474971  50.123888
2021 10 20 0000  291.776413  2.475061  50.090247
2021 10 21 0000  291.775201  2.475150  50.056605
2021 10 22 0000  291.773987  2.475240  50.022963
2021 10 23 0000  291.772771  2.475330  49.989321
2021 10 24 0000  291.771554  2.475420  49.955679
