# YYYY MM DD HHMM  Lon(deg)  Lat(deg)  Dist(AU)
2028 03 01 0000  98.015811  -3.371024  29.306221
2028 03 02 0000  98.012246  -3.371233  29.339957
2028 03 03 0000  98.008689  -3.371440  29.373692
2028 03 04 0000  98.005140  -3.371648  29.407427
2028 03 05 0000  98.001599  -3.371854  29.441162
2028 03 06 0000  97.998066  -3.372061  29.474897
2028 03 07 0000  97.994542  -3.372267  29.508632
2028 03 08 0000  97.991025  -3.372472  29.542366
2028 03 09 0000  97.987517  -3.372677  29.576100
2028 03 10 0000  97.984016  -3.372881  29.609834
2028 03 11 0000  97.980524  -3.373085  29.643568
2028 03 12 0000  97.977039  -3.373289  29.677301
2028 03 13 0000  97.973563  -3.373492  29.711034
2028 03 14 0000  97.970094  -3.373694  29.744767
2028 03 15 0000  97.966633  -3.373896  29.778500
2028 03 16 0000  97.963180  -3.374098  29.812233
2028 03 17 0000  97.959735  -3.374299  29.845965
2028 03 18 0000  97.956297  -3.374499  29.879697
2028 03 19 0000  97.952867  -3.374699  29.913429
2028 03 20 0000  97.949445  -3.374899  29.947160
2028 03 21 0000  97.946031  -3.375098  29.980892
2028 03 22 0000  97.942624  -3.375297  30.014623
2028 03 23 0000  97.939225  -3.375495  30.048354
2028 03 24 0000  97.935834  -3.375693  30.082085
2028 03 25 0000  97.932450  -3.375891  30.115815
2028 03 26 0000  97.929074  -3.376088  30.149546
2028 03 27 0000  97.925705  -3.376284  30.183276
2028 03 28 0000  97.922344  -3.376480  30.217006
2028 03 29 0000  97.918990  -3.376676  30.250735
2028 03 30 0000  97.915644  -3.376871  30.284465
2028 03 31 0000  97.912305  -3.377066  30.318194
2028 04 01 0000  97.908974  -3.377260  30.351923
2028 04 02 0000  97.905650  -3.377454  30.385651
2028 04 03 0000  97.902334  -3.377647  30.419380
2028 04 04 0000  97.899024  -3.377840  30.453108
2028 04 05 0000  97.895722  -3.378032  30.486836
2028 04 06 0000  97.892428  -3.378224  30.520564
2028 04 07 0000  97.889141  -3.378416  30.554292
2028 04 08 0000  97.885860  -3.378607  30.588019
2028 04 09 0000  97.882588  -3.378798  30.621747
2028 04 10 0000  97.879322  -3.378988  30.655474
2028 04 11 0000  97.876063  -3.379178  30.689200
2028 04 12 0000  97.872812  -3.379368  30.722927
2028 04 13 0000  97.869568  -3.379557  30.756653
2028 04 14 0000  97.866331  -3.379745  30.790380
2028 04 15 0000  97.863101  -3.379934  30.824105
2028 04 16 0000  97.859878  -3.380121  30.857831
2028 04 17 0000  97.856662  -3.380309  30.891557
2028 04 18 0000  97.853453  -3.380496  30.925282
2028 04 19 0000  97.850251  -3.380682  30.959007
2028 04 20 0000  97.847056  -3.380868  30.992732
2028 04 21 0000  97.843868  -3.381054  31.026457
2028 04 22 0000  97.840687  -3.381239  31.060181
2028 04 23 0000  97.837513  -3.381424  31.093905
2028 04 24 0000  97.834346  -3.381609  31.127629
2028 04 25 0000  97.831185  -3.381793  31.161353
2028 04 26 0000  97.828031  -3.381976  31.195077
2028 04 27 0000  97.824885  -3.382159  31.228800
2028 04 28 0000  97.821745  -3.382342  31.262523
2028 04 29 0000  97.818611  -3.382525  31.296246
2028 04 30 0000  97.815485  -3.382707  31.329969
2028 05 01 0000  97.812365  -3.382888  31.363692
2028 05 02 0000  97.809252  -3.383069  31.397414
2028 05 03 0000  97.806146  -3.383250  31.431136
2028 05 04 0000  97.803046  -3.383431  31.464858
2028 05 05 0000  97.799953  -3.383611  31.498580
2028 05 06 0000  97.796866  -3.383790  31.532301
2028 05 07 0000  97.793786  -3.383970  31.566023
2028 05 08 0000  97.790713  -3.384148  31.599744
2028 05 09 0000  97.787646  -3.384327  31.633464
2028 05 10 0000  97.784586  -3.384505  31.667185
2028 05 11 0000  97.781532  -3.384683  31.700906
2028 05 12 0000  97.778485  -3.384860  31.734626
2028 05 13 0000  97.775444  -3.385037  31.768346
2028 05 14 0000  97.772410  -3.385213  31.802066
2028 05 15 0000  97.769382  -3.385389  31.835786
2028 05 16 0000  97.766360  -3.385565  31.869505
2028 05 17 0000  97.763345  -3.385740  31.903224
2028 05 18 0000  97.760336  -3.385915  31.936943
2028 05 19 0000  97.757334  -3.386090  31.970662
2028 05 20 0000  97.754338  -3.386264  32.004381
2028 05 21 0000  97.751348  -3.386438  32.038099
2028 05 22 0000  97.748365  -3.386612  32.071818
2028 05 23 0000  97.745387  -3.386785  32.105536
2028 05 24 0000  97.742416  -3.386957  32.139253
2028 05 25 0000  97.739452  -3.387130  32.172971
2028 05 26 0000  97.736493  -3.387302  32.206689
2028 05 27 0000  97.733541  -3.387473  32.240406
2028 05 28 0000  97.730594  -3.387645  32.274123
2028 05 29 0000  97.727654  -3.387816  32.307840
2028 05 30 0000  97.724721  -3.387986  32.341556
2028 05 31 0000  97.721793  -3.388156  32.375273
2028 06 01 0000  97.718871  -3.388326  32.408989
2028 06 02 0000  97.715955  -3.388495  32.442705
2028 06 03 0000  97.713046  -3.388664  32.476421
2028 06 04 0000  97.710142  -3.388833  32.510137
2028 06 05 0000  97.707245  -3.389002  32.543852
2028 06 06 0000  97.704353  -3.389170  32.577567
2028 06 07 0000  97.701467  -3.389337  32.611282
2028 06 08 0000  97.698588  -3.389504  32.644997
2028 06 09 0000  97.695714  -3.389671  32.678712
2028 06 10 0000  97.692846  -3.389838  32.712426
2028 06 11 0000  97.689985  -3.390004  32.746141
2028 06 12 0000  97.687129  -3.390170  32.779855
2028 06 13 0000  97.684279  -3.390336  32.813569
2028 06 14 0000  97.681434  -3.390501  32.847282
2028 06 15 0000  97.678596  -3.390666  32.880996
2028 06 16 0000  97.675763  -3.390830  32.914709
2028 06 17 0000  97.672936  -3.390994  32.948422
2028 06 18 0000  97.670115  -3.391158  32.982135
2028 06 19 0000  97.667300  -3.391322  33.015848
2028 06 20 0000  97.664491  -3.391485  33.049560
2028 06 21 0000  97.661687  -3.391647  33.083273
2028 06 22 0000  97.658889  -3.391810  33.116985
2028 06 23 0000  97.656096  -3.391972  33.150697
2028 06 24 0000  97.653310  -3.392134  33.184409
2028 06 25 0000  97.650529  -3.392295  33.218120
2028 06 26 0000  97.647753  -3.392456  33.251832
2028 06 27 0000  97.644983  -3.392617  33.285543
2028 06 28 0000  97.642219  -3.392777  33.319254
2028 06 29 0000  97.639460  -3.392937  33.352965
2028 06 30 0000  97.636707  -3.393097  33.386675
2028 07 01 0000  97.633960  -3.393257  33.420386
2028 07 02 0000  97.631218  -3.393416  33.454096
2028 07 03 0000  97.628482  -3.393575  33.487806
2028 07 04 0000  97.625751  -3.393733  33.521516
2028 07 05 0000  97.623025  -3.393891  33.555226
2028 07 06 0000  97.620305  -3.394049  33.588935
2028 07 07 0000  97.617591  -3.394206  33.622645
2028 07 08 0000  97.614882  -3.394364  33.656354
2028 07 09 0000  97.612178  -3.394520  33.690063
2028 07 10 0000  97.609480  -3.394677  33.723771
2028 07 11 0000  97.606787  -3.394833  33.757480
2028 07 12 0000  97.604099  -3.394989  33.791188
2028 07 13 0000  97.601417  -3.395144  33.824897
2028 07 14 0000  97.598740  -3.395300  33.858605
2028 07 15 0000  97.596069  -3.395455  33.892312
2028 07 16 0000  97.593403  -3.395609  33.926020
2028 07 17 0000  97.590742  -3.395763  33.959728
2028 07 18 0000  97.588086  -3.395917  33.993435
2028 07 19 0000  97.585436  -3.396071  34.027142
2028 07 20 0000  97.582791  -3.396224  34.060849
2028 07 21 0000  97.580151  -3.396377  34.094556
2028 07 22 0000  97.577516  -3.396530  34.128262
2028 07 23 0000  97.574887  -3.396683  34.161969
2028 07 24 0000  97.572262  -3.396835  34.195675
2028 07 25 0000  97.569643  -3.396986  34.229381
2028 07 26 0000  97.567029  -3.397138  34.263087
2028 07 27 0000  97.564420  -3.397289  34.296792
2028 07 28 0000  97.561817  -3.397440  34.330498
2028 07 29 0000  97.559218  -3.397591  34.364203
2028 07 30 0000  97.556624  -3.397741  34.397908
2028 07 31 0000  97.554036  -3.397891  34.431613
2028 08 01 0000  97.551453  -3.398041  34.465318
2028 08 02 0000  97.548874  -3.398190  34.499022
2028 08 03 0000  97.546301  -3.398339  34.532727
2028 08 04 0000  97.543733  -3.398488  34.566431
2028 08 05 0000  97.541169  -3.398636  34.600135
2028 08 06 0000  97.538611  -3.398785  34.633839
2028 08 07 0000  97.536058  -3.398932  34.667542
2028 08 08 0000  97.533510  -3.399080  34.701246
2028 08 09 0000  97.530966  -3.399227  34.734949
2028 08 10 0000  97.528428  -3.399374  34.768652
2028 08 11 0000  97.525894  -3.399521  34.802355
2028 08 12 0000  97.523365  -3.399668  34.836058
2028 08 13 0000  97.520842  -3.399814  34.869761
2028 08 14 0000  97.518323  -3.399960  34.903463
2028 08 15 0000  97.515809  -3.400105  34.937165
2028 08 16 0000  97.513300  -3.400250  34.970867
2028 08 17 0000  97.510795  -3.400395  35.004569
2028 08 18 0000  97.508296  -3.400540  35.038271
2028 08 19 0000  97.505801  -3.400685  35.071973
2028 08 20 0000  97.503311  -3.400829  35.105674
2028 08 21 0000  97.500826  -3.400973  35.139375
2028 08 22 0000  97.498345  -3.401116  35.173076
2028 08 23 0000  97.495870  -3.401259  35.206777
2028 08 24 0000  97.493399  -3.401402  35.240478
2028 08 25 0000  97.490932  -3.401545  35.274178
2028 08 26 0000  97.488471  -3.401688  35.307879
2028 08 27 0000  97.486014  -3.401830  35.341579
2028 08 28 0000  97.483562  -3.401972  35.375279
2028 08 29 0000  97.481115  -3.402113  35.408978
2028 08 30 0000  97.478672  -3.402255  35.442678
2028 08 31 0000  97.476234  -3.402396  35.476378
2028 09 01 0000  97.473800  -3.402537  35.510077
2028 09 02 0000  97.471371  -3.402677  35.543776
2028 09 03 0000  97.468947  -3.402817  35.577475
2028 09 04 0000  97.466527  -3.402957  35.611174
2028 09 05 0000  97.464112  -3.403097  35.644872
2028 09 06 0000  97.461701  -3.403237  35.678571
2028 09 07 0000  97.459295  -3.403376  35.712269
2028 09 08 0000  97.456894  -3.403515  35.745967
2028 09 09 0000  97.454497  -3.403653  35.779665
2028 09 10 0000  97.452104  -3.403792  35.813363
2028 09 11 0000  97.449716  -3.403930  35.847061
2028 09 12 0000  97.447333  -3.404068  35.880758
2028 09 13 0000  97.444954  -3.404205  35.914455
2028 09 14 0000  97.442579  -3.404342  35.948152
2028 09 15 0000  97.440209  -3.404480  35.981849
2028 09 16 0000  97.437843  -3.404616  36.015546
2028 09 17 0000  97.435482  -3.404753  36.049243
2028 09 18 0000  97.433125  -3.404889  36.082939
2028 09 19 0000  97.430773  -3.405025  36.116635
2028 09 20 0000  97.428424  -3.405161  36.150331
2028 09 21 0000  97.426081  -3.405296  36.184027
2028 09 22 0000  97.423741  -3.405432  36.217723
2028 09 23 0000  97.421406  -3.405567  36.251419
2028 09 24 0000  97.419076  -3.405701  36.285114
2028 09 25 0000  97.416749  -3.405836  36.318809
2028 09 26 0000  97.414427  -3.405970  36.352505
2028 09 27 0000  97.412110  -3.406104  36.386200
2028 09 28 0000  97.409796  -3.406238  36.419894
2028 09 29 0000  97.407487  -3.406371  36.453589
2028 09 30 0000  97.405182  -3.406504  36.487283
2028 10 01 0000  97.402881  -3.406637  36.520978
2028 10 02 0000  97.400585  -3.406770  36.554672
2028 10 03 0000  97.398293  -3.406902  36.588366
2028 10 04 0000  97.396005  -3.407035  36.622059
2028 10 05 0000  97.393721  -3.407166  36.655753
2028 10 06 0000  97.391442  -3.407298  36.689447
2028 10 07 0000  97.389166  -3.407430  36.723140
2028 10 08 0000  97.386895  -3.407561  36.756833
2028 10 09 0000  97.384628  -3.407692  36.790526
2028 10 10 0000  97.382365  -3.407822  36.824219
2028 10 11 0000  97.380106  -3.407953  36.857912
2028 10 12 0000  97.377852  -3.408083  36.891604
2028 10 13 0000  97.375601  -3.408213  36.925296
2028 10 14 0000  97.373355  -3.408343  36.958989
2028 10 15 0000  97.371112  -3.408472  36.992681
2028 10 16 0000  97.368874  -3.408602  37.026372
2028 10 17 0000  97.366640  -3.408731  37.060064
2028 10 18 0000  97.364410  -3.408859  37.093756
2028 10 19 0000  97.362184  -3.408988  37.127447
2028 10 20 0000  97.359962  -3.409116  37.161138
2028 10 21 0000  97.357744  -3.409244  37.194829
2028 10 22 0000  97.355530  -3.409372  37.228520
2028 10 23 0000  97.353320  -3.409500  37.262211
2028 10 24 0000  97.351114  -3.409627  37.295902
2028 10 25 0000  97.348912  -3.409754  37.329592
2028 10 26 0000  97.346713  -3.409881  37.363282
2028 10 27 0000  97.344519  -3.410008  37.396972
2028 10 28 0000  97.342329  -3.410134  37.430662
2028 10 29 0000  97.340143  -3.410260  37.464352
2028 10 30 0000  97.337961  -3.410386  37.498042
2028 10 31 0000  97.335782  -3.410512  37.531731
2028 11 01 0000  97.333608  -3.410638  37.565421
2028 11 02 0000  97.331437  -3.410763  37.599110
2028 11 03 0000  97.329271  -3.410888  37.632799
2028 11 04 0000  97.327108  -3.411013  37.666488
2028 11 05 0000  97.324949  -3.411137  37.700176
2028 11 06 0000  97.322794  -3.411262  37.733865
2028 11 07 0000  97.320643  -3.411386  37.767553
2028 11 08 0000  97.318495  -3.411510  37.801242
2028 11 09 0000  97.316352  -3.411633  37.834930
2028 11 10 0000  97.314212  -3.411757  37.868618
2028 11 11 0000  97.312076  -3.411880  37.902305
2028 11 12 0000  97.309944  -3.412003  37.935993
2028 11 13 0000  97.307815  -3.412126  37.969680
2028 11 14 0000  97.305691  -3.412248  38.003368
2028 11 15 0000  97.303570  -3.412371  38.037055
2028 11 16 0000  97.301453  -3.412493  38.070742
2028 11 17 0000  97.299339  -3.412615  38.104429
2028 11 18 0000  97.297230  -3.412736  38.138116
2028 11 19 0000  97.295124  -3.412858  38.171802
2028 11 20 0000  97.293022  -3.412979  38.205489
2028 11 21 0000  97.290923  -3.413100  38.239175
2028 11 22 0000  97.288828  -3.413221  38.272861
2028 11 23 0000  97.286737  -3.413341  38.306547
2028 11 24 0000  97.284650  -3.413462  38.340233
2028 11 25 0000  97.282566  -3.413582  38.373918
2028 11 26 0000  97.280486  -3.413702  38.407604
2028 11 27 0000  97.278409  -3.413822  38.441289
2028 11 28 0000  97.276337  -3.413941  38.474974
2028 11 29 0000  97.274267  -3.414060  38.508659
2028 11 30 0000  97.272202  -3.414179  38.542344
2028 12 01 0000  97.270140  -3.414298  38.576029
2028 12 02 0000  97.268081  -3.414417  38.609714
2028 12 03 0000  97.266027  -3.414535  38.643398
2028 12 04 0000  97.263975  -3.414654  38.677082
2028 12 05 0000  97.261928  -3.414772  38.710767
2028 12 06 0000  97.259884  -3.414890  38.744451
2028 12 07 0000  97.257843  -3.415007  38.778134
2028 12 08 0000  97.255806  -3.415125  38.811818
2028 12 09 0000  97.253773  -3.415242  38.845502
2028 12 10 0000  97.251743  -3.415359  38.879185
2028 12 11 0000  97.249716  -3.415475  38.912868
2028 12 12 0000  97.247693  -3.415592  38.946551
2028 12 13 0000  97.245674  -3.415708  38.980234
2028 12 14 0000  97.243658  -3.415825  39.013917
2028 12 15 0000  97.241645  -3.415941  39.047600
2028 12 16 0000  97.239636  -3.416056  39.081282
2028 12 17 0000  97.237631  -3.416172  39.114965
2028 12 18 0000  97.235629  -3.416287  39.148647
2028 12 19 0000  97.233630  -3.416402  39.182329
2028 12 20 0000  97.231635  -3.416517  39.216011
2028 12 21 0000  97.229643  -3.416632  39.249693
2028 12 22 0000  97.227655  -3.416746  39.283375
2028 12 23 0000  97.225670  -3.416861  39.317056
2028 12 24 0000  97.223688  -3.416975  39.350738
2028 12 25 0000  97.221710  -3.417089  39.384419
2028 12 26 0000  97.219735  -3.417203  39.418100
2028 12 27 0000  97.217764  -3.417316  39.451781
2028 12 28 0000  97.215796  -3.417430  39.485462
2028 12 29 0000  97.213831  -3.417543  39.519142
2028 12 30 0000  97.211870  -3.417656  39.552823
2028 12 31 0000  97.209912  -3.417768  39.586503
2029 01 01 0000  97.207957  -3.417881  39.620183
2029 01 02 0000  97.206005  -3.417993  39.653863
2029 01 03 0000  97.204057  -3.418105  39.687543
2029 01 04 0000  97.202113  -3.418217  39.721223
2029 01 05 0000  97.200171  -3.418329  39.754903
2029 01 06 0000  97.198233  -3.418441  39.788582
2029 01 07 0000  97.196298  -3.418552  39.822262
2029 01 08 0000  97.194366  -3.418663  39.855941
2029 01 09 0000  97.192438  -3.418774  39.889620
2029 01 10 0000  97.190513  -3.418885  39.923299
2029 01 11 0000  97.188591  -3.418996  39.956978
2029 01 12 0000  97.186672  -3.419106  39.990656
2029 01 13 0000  97.184757  -3.419216  40.024335
2029 01 14 0000  97.182845  -3.419327  40.058013
2029 01 15 0000  97.180936  -3.419436  40.091692
2029 01 16 0000  97.179030  -3.419546  40.125370
2029 01 17 0000  97.177127  -3.419656  40.159048
2029 01 18 0000  97.175228  -3.419765  40.192725
2029 01 19 0000  97.173332  -3.419874  40.226403
2029 01 20 0000  97.171439  -3.419983  40.260081
2029 01 21 0000  97.169549  -3.420092  40.293758
2029 01 22 0000  97.167662  -3.420200  40.327435
2029 01 23 0000  97.165779  -3.420309  40.361112
2029 01 24 0000  97.163898  -3.420417  40.394789
2029 01 25 0000  97.162021  -3.420525  40.428466
2029 01 26 0000  97.160147  -3.420633  40.462143
2029 01 27 0000  97.158276  -3.420740  40.495820
2029 01 28 0000  97.156408  -3.420848  40.529496
2029 01 29 0000  97.154543  -3.420955  40.563172
2029 01 30 0000  97.152681  -3.421062  40.596849
2029 01 31 0000  97.150822  -3.421169  40.630525
2029 02 01 0000  97.148967  -3.421276  40.664200
2029 02 02 0000  97.147114  -3.421382  40.697876
2029 02 03 0000  97.145265  -3.421489  40.731552
2029 02 04 0000  97.143418  -3.421595  40.765227
2029 02 05 0000  97.141575  -3.421701  40.798903
2029 02 06 0000  97.139735  -3.421807  40.832578
2029 02 07 0000  97.137897  -3.421912  40.866253
2029 02 08 0000  97.136063  -3.422018  40.899928
2029 02 09 0000  97.134232  -3.422123  40.933603
2029 02 10 0000  97.132404  -3.422228  40.967277
2029 02 11 0000  97.130578  -3.422333  41.000952
2029 02 12 0000  97.128756  -3.422438  41.034626
2029 02 13 0000  97.126937  -3.422543  41.068301
2029 02 14 0000  97.125121  -3.422647  41.101975
2029 02 15 0000  97.123307  -3.422751  41.135649
2029 02 16 0000  97.121497  -3.422855  41.169322
2029 02 17 0000  97.119690  -3.422959  41.202996
2029 02 18 0000  97.117885  -3.423063  41.236670
2029 02 19 0000  97.116084  -3.423167  41.270343
2029 02 20 0000  97.114285  -3.423270  41.304017
2029 02 21 0000  97.112490  -3.423373  41.337690
2029 02 22 0000  97.110697  -3.423476  41.371363
2029 02 23 0000  97.108907  -3.423579  41.405036
2029 02 24 0000  97.107120  -3.423682  41.438709
2029 02 25 0000  97.105336  -3.423784  41.472381
2029 02 26 0000  97.103555  -3.423887  41.506054
2029 02 27 0000  97.101777  -3.423989  41.539726
2029 02 28 0000  97.100002  -3.424091  41.573398
2029 03 01 0000  97.098229  -3.424193  41.607071
2029 03 02 0000  97.096460  -3.424294  41.640743
2029 03 03 0000  97.094693  -3.424396  41.674414
2029 03 04 0000  97.092929  -3.424497  41.708086
2029 03 05 0000  97.091168  -3.424599  41.741758
2029 03 06 0000  97.089410  -3.424700  41.775429
2029 03 07 0000  97.087655  -3.424800  41.809101
2029 03 08 0000  97.085902  -3.424901  41.842772
2029 03 09 0000  97.084152  -3.425002  41.876443
2029 03 10 0000  97.082406  -3.425102  41.910114
2029 03 11 0000  97.080662  -3.425202  41.943785
2029 03 12 0000  97.078920  -3.425302  41.977455
2029 03 13 0000  97.077182  -3.425402  42.011126
2029 03 14 0000  97.075446  -3.425502  42.044796
2029 03 15 0000  97.073713  -3.425601  42.078467
2029 03 16 0000  97.071983  -3.425701  42.112137
2029 03 17 0000  97.070256  -3.425800  42.145807
2029 03 18 0000  97.068531  -3.425899  42.179477
2029 03 19 0000  97.066809  -3.425998  42.213147
2029 03 20 0000  97.065090  -3.426097  42.246816
2029 03 21 0000  97.063373  -3.426195  42.280486
2029 03 22 0000  97.061660  -3.426294  42.314155
2029 03 23 0000  97.059949  -3.426392  42.347825
2029 03 24 0000  97.058241  -3.426490  42.381494
2029 03 25 0000  97.056535  -3.426588  42.415163
2029 03 26 0000  97.054832  -3.426686  42.448832
2029 03 27 0000  97.053132  -3.426783  42.482501
2029 03 28 0000  97.051435  -3.426881  42.516169
2029 03 29 0000  97.049740  -3.426978  42.549838
2029 03 30 0000  97.048048  -3.427075  42.583506
2029 03 31 0000  97.046359  -3.427172  42.617174
2029 04 01 0000  97.044672  -3.427269  42.650843
2029 04 02 0000  97.042988  -3.427366  42.684511
2029 04 03 0000  97.041306  -3.427462  42.718178
2029 04 04 0000  97.039628  -3.427559  42.751846
2029 04 05 0000  97.037952  -3.427655  42.785514
2029 04 06 0000  97.036278  -3.427751  42.819181
2029 04 07 0000  97.034607  -3.427847  42.852849
2029 04 08 0000  97.032939  -3.427943  42.886516
2029 04 09 0000  97.031273  -3.428038  42.920183
2029 04 10 0000  97.029610  -3.428134  42.953850
2029 04 11 0000  97.027950  -3.428229  42.987517
2029 04 12 0000  97.026292  -3.428324  43.021184
2029 04 13 0000  97.024637  -3.428419  43.054850
2029 04 14 0000  97.022984  -3.428514  43.088517
2029 04 15 0000  97.021334  -3.428609  43.122183
2029 04 16 0000  97.019687  -3.428703  43.155850
2029 04 17 0000  97.018042  -3.428797  43.189516
2029 04 18 0000  97.016400  -3.428892  43.223182
2029 04 19 0000  97.014760  -3.428986  43.256848
2029 04 20 0000  97.013123  -3.429080  43.290514
2029 04 21 0000  97.011488  -3.429174  43.324179
2029 04 22 0000  97.009856  -3.429267  43.357845
2029 04 23 0000  97.008226  -3.429361  43.391510
2029 04 24 0000  97.006599  -3.429454  43.425175
2029 04 25 0000  97.004975  -3.429547  43.458841
2029 04 26 0000  97.003353  -3.429640  43.492506
2029 04 27 0000  97.001733  -3.429733  43.526171
2029 04 28 0000  97.000116  -3.429826  43.559835
2029 04 29 0000  96.998501  -3.429919  43.593500
2029 04 30 0000  96.996889  -3.430011  43.627165
2029 05 01 0000  96.995280  -3.430103  43.660829
2029 05 02 0000  96.993673  -3.430195  43.694493
2029 05 03 0000  96.992068  -3.430288  43.728158
2029 05 04 0000  96.990466  -3.430379  43.761822
2029 05 05 0000  96.988866  -3.430471  43.795486
2029 05 06 0000  96.987269  -3.430563  43.829149
2029 05 07 0000  96.985674  -3.430654  43.862813
2029 05 08 0000  96.984082  -3.430746  43.896477
2029 05 09 0000  96.982492  -3.430837  43.930140
2029 05 10 0000  96.980905  -3.430928  43.963804
2029 05 11 0000  96.979320  -3.431019  43.997467
2029 05 12 0000  96.977737  -3.431109  44.031130
2029 05 13 0000  96.976157  -3.431200  44.064793
2029 05 14 0000  96.974579  -3.431290  44.098456
2029 05 15 0000  96.973004  -3.431381  44.132119
2029 05 16 0000  96.971431  -3.431471  44.165781
2029 05 17 0000  96.969860  -3.431561  44.199444
2029 05 18 0000  96.968292  -3.431651  44.233106
2029 05 19 0000  96.966726  -3.431741  44.266768
2029 05 20 0000  96.965163  -3.431830  44.300431
2029 05 21 0000  96.963602  -3.431920  44.334093
2029 05 22 0000  96.962043  -3.432009  44.367754
2029 05 23 0000  96.960487  -3.432098  44.401416
2029 05 24 0000  96.958933  -3.432187  44.435078
2029 05 25 0000  96.957381  -3.432276  44.468740
2029 05 26 0000  96.955832  -3.432365  44.502401
2029 05 27 0000  96.954285  -3.432454  44.536062
2029 05 28 0000  96.952741  -3.432542  44.569724
2029 05 29 0000  96.951198  -3.432631  44.603385
2029 05 30 0000  96.949659  -3.432719  44.637046
2029 05 31 0000  96.948121  -3.432807  44.670707
2029 06 01 0000  96.946586  -3.432895  44.704367
2029 06 02 0000  96.945053  -3.432983  44.738028
2029 06 03 0000  96.943522  -3.433071  44.771688
2029 06 04 0000  96.941994  -3.433158  44.805349
2029 06 05 0000  96.940468  -3.433246  44.839009
2029 06 06 0000  96.938944  -3.433333  44.872669
2029 06 07 0000  96.937422  -3.433420  44.906329
2029 06 08 0000  96.935903  -3.433507  44.939989
2029 06 09 0000  96.934386  -3.433594  44.973649
2029 06 10 0000  96.932871  -3.433681  45.007309
2029 06 11 0000  96.931359  -3.433768  45.040969
2029 06 12 0000  96.929849  -3.433854  45.074628
2029 06 13 0000  96.928341  -3.433940  45.108287
2029 06 14 0000  96.926835  -3.434027  45.141947
2029 06 15 0000  96.925332  -3.434113  45.175606
2029 06 16 0000  96.923831  -3.434199  45.209265
2029 06 17 0000  96.922332  -3.434285  45.242924
2029 06 18 0000  96.920835  -3.434370  45.276583
2029 06 19 0000  96.919341  -3.434456  45.310241
2029 06 20 0000  96.917848  -3.434541  45.343900
2029 06 21 0000  96.916358  -3.434627  45.377558
2029 06 22 0000  96.914871  -3.434712  45.411217
2029 06 23 0000  96.913385  -3.434797  45.444875
2029 06 24 0000  96.911901  -3.434882  45.478533
2029 06 25 0000  96.910420  -3.434967  45.512191
2029 06 26 0000  96.908941  -3.435052  45.545849
2029 06 27 0000  96.907464  -3.435136  45.579507
2029 06 28 0000  96.905990  -3.435221  45.613164
2029 06 29 0000  96.904517  -3.435305  45.646822
2029 06 30 0000  96.903047  -3.435389  45.680479
2029 07 01 0000  96.901579  -3.435473  45.714137
2029 07 02 0000  96.900113  -3.435557  45.747794
2029 07 03 0000  96.898649  -3.435641  45.781451
2029 07 04 0000  96.897187  -3.435725  45.815108
2029 07 05 0000  96.895727  -3.435808  45.848765
2029 07 06 0000  96.894270  -3.435892  45.882422
2029 07 07 0000  96.892815  -3.435975  45.916078
2029 07 08 0000  96.891361  -3.436058  45.949735
2029 07 09 0000  96.889910  -3.436141  45.983391
2029 07 10 0000  96.888462  -3.436224  46.017048
2029 07 11 0000  96.887015  -3.436307  46.050704
2029 07 12 0000  96.885570  -3.436390  46.084360
2029 07 13 0000  96.884127  -3.436472  46.118016
2029 07 14 0000  96.882687  -3.436555  46.151672
2029 07 15 0000  96.881249  -3.436637  46.185328
2029 07 16 0000  96.879812  -3.436719  46.218983
2029 07 17 0000  96.878378  -3.436801  46.252639
2029 07 18 0000  96.876946  -3.436883  46.286294
2029 07 19 0000  96.875516  -3.436965  46.319950
2029 07 20 0000  96.874088  -3.437047  46.353605
2029 07 21 0000  96.872662  -3.437128  46.387260
2029 07 22 0000  96.871238  -3.437210  46.420915
2029 07 23 0000  96.869817  -3.437291  46.454570
2029 07 24 0000  96.868397  -3.437373  46.488225
2029 07 25 0000  96.866979  -3.437454  46.521880
2029 07 26 0000  96.865564  -3.437535  46.555534
2029 07 27 0000  96.864150  -3.437616  46.589189
2029 07 28 0000  96.862739  -3.437696  46.622843
2029 07 29 0000  96.861329  -3.437777  46.656497
2029 07 30 0000  96.859922  -3.437858  46.690151
2029 07 31 0000  96.858516  -3.437938  46.723805
2029 08 01 0000  96.857113  -3.438018  46.757459
2029 08 02 0000  96.855712  -3.438098  46.791113
2029 08 03 0000  96.854312  -3.438178  46.824767
2029 08 04 0000  96.852915  -3.438258  46.858420
2029 08 05 0000  96.851520  -3.438338  46.892074
2029 08 06 0000  96.850126  -3.438418  46.925727
2029 08 07 0000  96.848735  -3.438498  46.959381
2029 08 08 0000  96.847346  -3.438577  46.993034
2029 08 09 0000  96.845958  -3.438656  47.026687
2029 08 10 0000  96.844573  -3.438736  47.060340
2029 08 11 0000  96.843190  -3.438815  47.093993
2029 08 12 0000  96.841808  -3.438894  47.127646
2029 08 13 0000  96.840429  -3.438973  47.161298
2029 08 14 0000  96.839051  -3.439051  47.194951
2029 08 15 0000  96.837676  -3.439130  47.228603
2029 08 16 0000  96.836302  -3.439209  47.262255
2029 08 17 0000  96.834931  -3.439287  47.295908
2029 08 18 0000  96.833561  -3.439365  47.329560
2029 08 19 0000  96.832193  -3.439444  47.363212
