# YYYY MM DD HHMM  Lon(deg)  Lat(deg)  Dist(AU)
2022 12 24 0000  291.028824  2.529685  35.609618
2022 12 25 0000  291.026400  2.529861  35.575928
2022 12 26 0000  291.023971  2.530038  35.542237
2022 12 27 0000  291.021537  2.530215  35.508547
2022 12 28 0000  291.019099  2.530393  35.474856
2022 12 29 0000  291.016656  2.530570  35.441165
2022 12 30 0000  291.014208  2.530749  35.407474
2022 12 31 0000  291.011756  2.530927  35.373782
2023 01 01 0000  291.009299  2.531106  35.340091
2023 01 02 0000  291.006837  2.531285  35.306399
2023 01 03 0000  291.004371  2.531464  35.272707
2023 01 04 0000  291.001900  2.531644  35.239015
2023 01 05 0000  290.999424  2.531824  35.205323
2023 01 06 0000  290.996944  2.532005  35.171631
2023 01 07 0000  290.994459  2.532186  35.137938
2023 01 08 0000  290.991968  2.532367  35.104246
2023 01 09 0000  290.989474  2.532548  35.070553
2023 01 10 0000  290.986974  2.532730  35.036860
2023 01 11 0000  290.984470  2.532912  35.003167
2023 01 12 0000  290.981960  2.533095  34.969473
2023 01 13 0000  290.979446  2.533278  34.935780
2023 01 14 0000  290.976927  2.533461  34.902086
2023 01 15 0000  290.974403  2.533645  34.868392
2023 01 16 0000  290.971875  2.533829  34.834698
2023 01 17 0000  290.969341  2.534013  34.801004
2023 01 18 0000  290.966803  2.534198  34.767309
2023 01 19 0000  290.964259  2.534383  34.733614
2023 01 20 0000  290.961711  2.534568  34.699920
2023 01 21 0000  290.959157  2.534754  34.666225
2023 01 22 0000  290.956599  2.534940  34.632530
2023 01 23 0000  290.954036  2.535126  34.598834
2023 01 24 0000  290.951468  2.535313  34.565139
2023 01 25 0000  290.948894  2.535500  34.531443
2023 01 26 0000  290.946316  2.535688  34.497747
2023 01 27 0000  290.943733  2.535875  34.464051
2023 01 28 0000  290.941144  2.536064  34.430355
2023 01 29 0000  290.938551  2.536252  34.396658
2023 01 30 0000  290.935952  2.536441  34.362962
2023 01 31 0000  290.933348  2.536631  34.329265
2023 02 01 0000  290.930740  2.536820  34.295568
2023 02 02 0000  290.928126  2.537010  34.261871
2023 02 03 0000  290.925507  2.537201  34.228174
2023 02 04 0000  290.922882  2.537392  34.194476
2023 02 05 0000  290.920253  2.537583  34.160779
2023 02 06 0000  290.917618  2.537774  34.127081
2023 02 07 0000  290.914978  2.537966  34.093383
2023 02 08 0000  290.912333  2.538158  34.059684
2023 02 09 0000  290.909683  2.538351  34.025986
2023 02 10 0000  290.907027  2.538544  33.992287
2023 02 11 0000  290.904367  2.538738  33.958589
2023 02 12 0000  290.901701  2.538931  33.924890
2023 02 13 0000  290.899029  2.539126  33.891191
2023 02 14 0000  290.896352  2.539320  33.857491
2023 02 15 0000  290.893670  2.539515  33.823792
2023 02 16 0000  290.890983  2.539710  33.790092
2023 02 17 0000  290.888290  2.539906  33.756392
2023 02 18 0000  290.885592  2.540102  33.722692
2023 02 19 0000  290.882888  2.540299  33.688992
2023 02 20 0000  290.880179  2.540496  33.655292
2023 02 21 0000  290.877465  2.540693  33.621591
2023 02 22 0000  290.874745  2.540890  33.587890
2023 02 23 0000  290.872020  2.541088  33.554189
2023 02 24 0000  290.869289  2.541287  33.520488
2023 02 25 0000  290.866553  2.541486  33.486787
2023 02 26 0000  290.863811  2.541685  33.453085
2023 02 27 0000  290.861064  2.541885  33.419383
2023 02 28 0000  290.858311  2.542085  33.385681
2023 03 01 0000  290.855552  2.542285  33.351979
2023 03 02 0000  290.852788  2.542486  33.318277
2023 03 03 0000  290.850019  2.542687  33.284575
2023 03 04 0000  290.847243  2.542889  33.250872
2023 03 05 0000  290.844462  2.543091  33.217169
2023 03 06 0000  290.841676  2.543293  33.183466
2023 03 07 0000  290.838884  2.543496  33.149763
2023 03 08 0000  290.836086  2.543699  33.116059
2023 03 09 0000  290.833282  2.543903  33.082356
2023 03 10 0000  290.830473  2.544107  33.048652
2023 03 11 0000  290.827658  2.544311  33.014948
2023 03 12 0000  290.824837  2.544516  32.981244
2023 03 13 0000  290.822010  2.544721  32.947539
2023 03 14 0000  290.819178  2.544927  32.913835
2023 03 15 0000  290.816340  2.545133  32.880130
2023 03 16 0000  290.813496  2.545340  32.846425
2023 03 17 0000  290.810646  2.545547  32.812720
2023 03 18 0000  290.807790  2.545754  32.779014
2023 03 19 0000  290.804929  2.545962  32.745309
2023 03 20 0000  290.802061  2.546170  32.711603
2023 03 21 0000  290.799188  2.546379  32.677897
2023 03 22 0000  290.796309  2.546588  32.644191
2023 03 23 0000  290.793423  2.546797  32.610485
2023 03 24 0000  290.790532  2.547007  32.576778
2023 03 25 0000  290.787635  2.547217  32.543071
2023 03 26 0000  290.784732  2.547428  32.509364
2023 03 27 0000  290.781822  2.547639  32.475657
2023 03 28 0000  290.778907  2.547851  32.441950
2023 03 29 0000  290.775986  2.548063  32.408243
2023 03 30 0000  290.773058  2.548276  32.374535
2023 03 31 0000  290.770125  2.548489  32.340827
2023 04 01 0000  290.767185  2.548702  32.307119
2023 04 02 0000  290.764239  2.548916  32.273411
2023 04 03 0000  290.761287  2.549130  32.239702
2023 04 04 0000  290.758329  2.549345  32.205993
2023 04 05 0000  290.755364  2.549560  32.172284
2023 04 06 0000  290.752394  2.549775  32.138575
2023 04 07 0000  290.749417  2.549991  32.104866
2023 04 08 0000  290.746434  2.550208  32.071157
2023 04 09 0000  290.743445  2.550425  32.037447
2023 04 10 0000  290.740449  2.550642  32.003737
2023 04 11 0000  290.737447  2.550860  31.970027
2023 04 12 0000  290.734439  2.551078  31.936317
2023 04 13 0000  290.731424  2.551297  31.902606
2023 04 14 0000  290.728403  2.551516  31.868895
2023 04 15 0000  290.725375  2.551736  31.835184
2023 04 16 0000  290.722341  2.551956  31.801473
2023 04 17 0000  290.719301  2.552177  31.767762
2023 04 18 0000  290.716254  2.552398  31.734051
2023 04 19 0000  290.713201  2.552619  31.700339
2023 04 20 0000  290.710141  2.552841  31.666627
2023 04 21 0000  290.707075  2.553063  31.632915
2023 04 22 0000  290.704002  2.553286  31.599202
2023 04 23 0000  290.700923  2.553510  31.565490
2023 04 24 0000  290.697837  2.553733  31.531777
2023 04 25 0000  290.694744  2.553958  31.498064
2023 04 26 0000  290.691645  2.554183  31.464351
2023 04 27 0000  290.688539  2.554408  31.430638
2023 04 28 0000  290.685426  2.554633  31.396924
2023 04 29 0000  290.682307  2.554860  31.363210
2023 04 30 0000  290.679181  2.555086  31.329496
2023 05 01 0000  290.676049  2.555314  31.295782
2023 05 02 0000  290.672909  2.555541  31.262068
2023 05 03 0000  290.669763  2.555769  31.228353
2023 05 04 0000  290.666610  2.555998  31.194638
2023 05 05 0000  290.663450  2.556227  31.160923
2023 05 06 0000  290.660283  2.556457  31.127208
2023 05 07 0000  290.657110  2.556687  31.093493
2023 05 08 0000  290.653929  2.556917  31.059777
2023 05 09 0000  290.650742  2.557148  31.026061
2023 05 10 0000  290.647548  2.557380  30.992345
2023 05 11 0000  290.644346  2.557612  30.958629
2023 05 12 0000  290.641138  2.557844  30.924912
2023 05 13 0000  290.637923  2.558077  30.891195
2023 05 14 0000  290.634701  2.558311  30.857478
2023 05 15 0000  290.631471  2.558545  30.823761
2023 05 16 0000  290.628235  2.558780  30.790044
2023 05 17 0000  290.624991  2.559015  30.756326
2023 05 18 0000  290.621741  2.559250  30.722609
2023 05 19 0000  290.618483  2.559486  30.688891
2023 05 20 0000  290.615218  2.559723  30.655172
2023 05 21 0000  290.611946  2.559960  30.621454
2023 05 22 0000  290.608666  2.560198  30.587735
2023 05 23 0000  290.605380  2.560436  30.554016
2023 05 24 0000  290.602086  2.560674  30.520297
2023 05 25 0000  290.598785  2.560914  30.486578
2023 05 26 0000  290.595476  2.561153  30.452859
2023 05 27 0000  290.592161  2.561394  30.419139
2023 05 28 0000  290.588838  2.561634  30.385419
2023 05 29 0000  290.585507  2.561876  30.351699
2023 05 30 0000  290.582169  2.562117  30.317978
2023 05 31 0000  290.578824  2.562360  30.284258
2023 06 01 0000  290.575471  2.562602  30.250537
2023 06 02 0000  290.572111  2.562846  30.216816
2023 06 03 0000  290.568743  2.563090  30.183095
2023 06 04 0000  290.565367  2.563334  30.149373
2023 06 05 0000  290.561984  2.563579  30.115651
2023 06 06 0000  290.558594  2.563825  30.081930
2023 06 07 0000  290.555196  2.564071  30.048207
2023 06 08 0000  290.551790  2.564318  30.014485
2023 06 09 0000  290.548377  2.564565  29.980762
2023 06 10 0000  290.544956  2.564812  29.947040
2023 06 11 0000  290.541527  2.565061  29.913317
2023 06 12 0000  290.538090  2.565309  29.879593
2023 06 13 0000  290.534646  2.565559  29.845870
2023 06 14 0000  290.531194  2.565809  29.812146
2023 06 15 0000  290.527734  2.566059  29.778422
2023 06 16 0000  290.524266  2.566310  29.744698
2023 06 17 0000  290.520790  2.566562  29.710974
2023 06 18 0000  290.517307  2.566814  29.677249
2023 06 19 0000  290.513815  2.567067  29.643524
2023 06 20 0000  290.510316  2.567320  29.609799
2023 06 21 0000  290.506808  2.567574  29.576074
2023 06 22 0000  290.503293  2.567828  29.542348
2023 06 23 0000  290.499769  2.568083  29.508623
2023 06 24 0000  290.496238  2.568339  29.474897
2023 06 25 0000  290.492698  2.568595  29.441170
2023 06 26 0000  290.489151  2.568852  29.407444
2023 06 27 0000  290.485595  2.569109  29.373717
2023 06 28 0000  290.482031  2.569367  29.339990
2023 06 29 0000  290.478458  2.569626  29.306263
2023 06 30 0000  290.474878  2.569885  29.272536
2023 07 01 0000  290.471289  2.570144  29.238808
2023 07 02 0000  290.467692  2.570405  29.205081
2023 07 03 0000  290.464086  2.570665  29.171353
2023 07 04 0000  290.460473  2.570927  29.137624
2023 07 05 0000  290.456851  2.571189  29.103896
2023 07 06 0000  290.453220  2.571451  29.070167
2023 07 07 0000  290.449581  2.571715  29.036438
2023 07 08 0000  290.445934  2.571978  29.002709
2023 07 09 0000  290.442278  2.572243  28.968979
2023 07 10 0000  290.438613  2.572508  28.935250
2023 07 11 0000  290.434940  2.572774  28.901520
2023 07 12 0000  290.431259  2.573040  28.867790
2023 07 13 0000  290.427569  2.573307  28.834059
2023 07 14 0000  290.423870  2.573574  28.800329
2023 07 15 0000  290.420162  2.573842  28.766598
2023 07 16 0000  290.416446  2.574111  28.732867
2023 07 17 0000  290.412721  2.574380  28.699135
2023 07 18 0000  290.408987  2.574650  28.665404
2023 07 19 0000  290.405245  2.574921  28.631672
2023 07 20 0000  290.401493  2.575192  28.597940
2023 07 21 0000  290.397733  2.575464  28.564208
2023 07 22 0000  290.393964  2.575736  28.530475
2023 07 23 0000  290.390186  2.576009  28.496742
2023 07 24 0000  290.386399  2.576283  28.463009
2023 07 25 0000  290.382603  2.576558  28.429276
2023 07 26 0000  290.378798  2.576833  28.395543
2023 07 27 0000  290.374984  2.577108  28.361809
2023 07 28 0000  290.371161  2.577384  28.328075
2023 07 29 0000  290.367329  2.577661  28.294341
2023 07 30 0000  290.363487  2.577939  28.260606
2023 07 31 0000  290.359637  2.578217  28.226872
2023 08 01 0000  290.355777  2.578496  28.193137
2023 08 02 0000  290.351908  2.578776  28.159402
2023 08 03 0000  290.348029  2.579056  28.125666
2023 08 04 0000  290.344142  2.579337  28.091931
2023 08 05 0000  290.340245  2.579618  28.058195
2023 08 06 0000  290.336338  2.579901  28.024458
2023 08 07 0000  290.332422  2.580184  27.990722
2023 08 08 0000  290.328497  2.580467  27.956985
2023 08 09 0000  290.324562  2.580751  27.923248
2023 08 10 0000  290.320618  2.581036  27.889511
2023 08 11 0000  290.316664  2.581322  27.855774
2023 08 12 0000  290.312701  2.581608  27.822036
2023 08 13 0000  290.308728  2.581895  27.788298
2023 08 14 0000  290.304745  2.582183  27.754560
2023 08 15 0000  290.300753  2.582471  27.720822
2023 08 16 0000  290.296751  2.582760  27.687083
2023 08 17 0000  290.292739  2.583050  27.653344
2023 08 18 0000  290.288717  2.583340  27.619605
2023 08 19 0000  290.284685  2.583631  27.585866
2023 08 20 0000  290.280644  2.583923  27.552126
2023 08 21 0000  290.276593  2.584215  27.518386
2023 08 22 0000  290.272531  2.584509  27.484646
2023 08 23 0000  290.268460  2.584802  27.450906
2023 08 24 0000  290.264379  2.585097  27.417165
2023 08 25 0000  290.260288  2.585392  27.383424
2023 08 26 0000  290.256186  2.585688  27.349683
2023 08 27 0000  290.252074  2.585985  27.315941
2023 08 28 0000  290.247953  2.586283  27.282200
2023 08 29 0000  290.243821  2.586581  27.248458
2023 08 30 0000  290.239679  2.586880  27.214716
2023 08 31 0000  290.235526  2.587180  27.180973
2023 09 01 0000  290.231363  2.587480  27.147231
2023 09 02 0000  290.227190  2.587781  27.113488
2023 09 03 0000  290.223006  2.588083  27.079744
2023 09 04 0000  290.218812  2.588386  27.046001
2023 09 05 0000  290.214608  2.588689  27.012257
2023 09 06 0000  290.210393  2.588993  26.978513
2023 09 07 0000  290.206167  2.589298  26.944769
2023 09 08 0000  290.201931  2.589603  26.911024
2023 09 09 0000  290.197684  2.589910  26.877280
2023 09 10 0000  290.193427  2.590217  26.843534
2023 09 11 0000  290.189159  2.590525  26.809789
2023 09 12 0000  290.184880  2.590833  26.776044
2023 09 13 0000  290.180590  2.591143  26.742298
2023 09 14 0000  290.176289  2.591453  26.708552
2023 09 15 0000  290.171978  2.591764  26.674805
2023 09 16 0000  290.167655  2.592075  26.641059
2023 09 17 0000  290.163322  2.592388  26.607312
2023 09 18 0000  290.158977  2.592701  26.573565
2023 09 19 0000  290.154622  2.593015  26.539817
2023 09 20 0000  290.150255  2.593330  26.506070
2023 09 21 0000  290.145878  2.593646  26.472322
2023 09 22 0000  290.141489  2.593962  26.438573
2023 09 23 0000  290.137089  2.594279  26.404825
2023 09 24 0000  290.132677  2.594597  26.371076
2023 09 25 0000  290.128255  2.594916  26.337327
2023 09 26 0000  290.123821  2.595235  26.303578
2023 09 27 0000  290.119375  2.595556  26.269828
2023 09 28 0000  290.114918  2.595877  26.236078
2023 09 29 0000  290.110450  2.596199  26.202328
2023 09 30 0000  290.105970  2.596522  26.168578
2023 10 01 0000  290.101479  2.596846  26.134827
2023 10 02 0000  290.096976  2.597170  26.101076
2023 10 03 0000  290.092461  2.597495  26.067325
2023 10 04 0000  290.087935  2.597821  26.033574
2023 10 05 0000  290.083396  2.598148  25.999822
2023 10 06 0000  290.078846  2.598476  25.966070
2023 10 07 0000  290.074285  2.598805  25.932318
2023 10 08 0000  290.069711  2.599134  25.898565
2023 10 09 0000  290.065125  2.599464  25.864812
2023 10 10 0000  290.060528  2.599796  25.831059
2023 10 11 0000  290.055918  2.600128  25.797306
2023 10 12 0000  290.051296  2.600460  25.763552
2023 10 13 0000  290.046662  2.600794  25.729798
2023 10 14 0000  290.042016  2.601129  25.696044
2023 10 15 0000  290.037358  2.601464  25.662289
2023 10 16 0000  290.032687  2.601800  25.628535
2023 10 17 0000  290.028004  2.602138  25.594779
2023 10 18 0000  290.023309  2.602476  25.561024
2023 10 19 0000  290.018602  2.602815  25.527269
2023 10 20 0000  290.013881  2.603154  25.493513
2023 10 21 0000  290.009149  2.603495  25.459756
2023 10 22 0000  290.004403  2.603837  25.426000
2023 10 23 0000  289.999646  2.604179  25.392243
2023 10 24 0000  289.994875  2.604522  25.358486
2023 10 25 0000  289.990092  2.604867  25.324729
2023 10 26 0000  289.985296  2.605212  25.290971
2023 10 27 0000  289.980487  2.605558  25.257213
2023 10 28 0000  289.975665  2.605905  25.223455
2023 10 29 0000  289.970831  2.606253  25.189697
2023 10 30 0000  289.965983  2.606601  25.155938
2023 10 31 0000  289.961122  2.606951  25.122179
2023 11 01 0000  289.956249  2.607302  25.088420
2023 11 02 0000  289.951362  2.607653  25.054660
2023 11 03 0000  289.946462  2.608006  25.020900
2023 11 04 0000  289.941548  2.608359  24.987140
2023 11 05 0000  289.936622  2.608714  24.953379
2023 11 06 0000  289.931682  2.609069  24.919619
2023 11 07 0000  289.926729  2.609425  24.885858
2023 11 08 0000  289.921762  2.609782  24.852096
2023 11 09 0000  289.916781  2.610140  24.818335
2023 11 10 0000  289.911788  2.610499  24.784573
2023 11 11 0000  289.906780  2.610860  24.750810
2023 11 12 0000  289.901759  2.611221  24.717048
2023 11 13 0000  289.896724  2.611582  24.683285
2023 11 14 0000  289.891675  2.611945  24.649522
2023 11 15 0000  289.886612  2.612309  24.615759
2023 11 16 0000  289.881536  2.612674  24.581995
2023 11 17 0000  289.876445  2.613040  24.548231
2023 11 18 0000  289.871341  2.613407  24.514467
2023 11 19 0000  289.866222  2.613775  24.480702
2023 11 20 0000  289.861090  2.614144  24.446937
2023 11 21 0000  289.855943  2.614514  24.413172
2023 11 22 0000  289.850782  2.614885  24.379406
2023 11 23 0000  289.845606  2.615256  24.345641
2023 11 24 0000  289.840416  2.615629  24.311874
2023 11 25 0000  289.835212  2.616003  24.278108
2023 11 26 0000  289.829993  2.616378  24.244341
2023 11 27 0000  289.824760  2.616754  24.210574
2023 11 28 0000  289.819512  2.617131  24.176807
2023 11 29 0000  289.814249  2.617509  24.143039
2023 11 30 0000  289.808971  2.617888  24.109272
2023 12 01 0000  289.803679  2.618268  24.075503
2023 12 02 0000  289.798372  2.618649  24.041735
2023 12 03 0000  289.793050  2.619031  24.007966
2023 12 04 0000  289.787713  2.619415  23.974197
2023 12 05 0000  289.782361  2.619799  23.940428
2023 12 06 0000  289.776994  2.620184  23.906658
2023 12 07 0000  289.771611  2.620571  23.872888
2023 12 08 0000  289.766214  2.620958  23.839117
2023 12 09 0000  289.760801  2.621347  23.805347
2023 12 10 0000  289.755372  2.621736  23.771576
2023 12 11 0000  289.749928  2.622127  23.737804
2023 12 12 0000  289.744469  2.622519  23.704033
2023 12 13 0000  289.738994  2.622912  23.670261
2023 12 14 0000  289.733504  2.623306  23.636489
2023 12 15 0000  289.727997  2.623701  23.602716
2023 12 16 0000  289.722475  2.624097  23.568943
2023 12 17 0000  289.716937  2.624495  23.535170
2023 12 18 0000  289.711383  2.624893  23.501397
2023 12 19 0000  289.705814  2.625293  23.467623
2023 12 20 0000  289.700228  2.625693  23.433849
2023 12 21 0000  289.694626  2.626095  23.400075
2023 12 22 0000  289.689008  2.626498  23.366300
2023 12 23 0000  289.683373  2.626902  23.332525
2023 12 24 0000  289.677722  2.627308  23.298749
2023 12 25 0000  289.672055  2.627714  23.264974
2023 12 26 0000  289.666371  2.628122  23.231198
2023 12 27 0000  289.660671  2.628530  23.197422
2023 12 28 0000  289.654954  2.628940  23.163645
2023 12 29 0000  289.649220  2.629351  23.129868
2023 12 30 0000  289.643470  2.629763  23.096091
2023 12 31 0000  289.637703  2.630177  23.062313
2024 01 01 0000  289.631919  2.630592  23.028535
2024 01 02 0000  289.626118  2.631007  22.994757
2024 01 03 0000  289.620299  2.631424  22.960978
2024 01 04 0000  289.614464  2.631843  22.927199
2024 01 05 0000  289.608611  2.632262  22.893420
2024 01 06 0000  289.602742  2.632683  22.859641
2024 01 07 0000  289.596854  2.633104  22.825861
2024 01 08 0000  289.590950  2.633527  22.792081
2024 01 09 0000  289.585027  2.633952  22.758300
2024 01 10 0000  289.579087  2.634377  22.724519
2024 01 11 0000  289.573130  2.634804  22.690738
2024 01 12 0000  289.567155  2.635232  22.656957
2024 01 13 0000  289.561161  2.635661  22.623175
2024 01 14 0000  289.555150  2.636092  22.589393
2024 01 15 0000  289.549121  2.636524  22.555610
2024 01 16 0000  289.543074  2.636957  22.521827
2024 01 17 0000  289.537009  2.637391  22.488044
2024 01 18 0000  289.530925  2.637826  22.454261
2024 01 19 0000  289.524823  2.638263  22.420477
2024 01 20 0000  289.518703  2.638701  22.386693
2024 01 21 0000  289.512564  2.639141  22.352908
2024 01 22 0000  289.506406  2.639582  22.319124
2024 01 23 0000  289.500230  2.640024  22.285338
2024 01 24 0000  289.494035  2.640467  22.251553
2024 01 25 0000  289.487821  2.640912  22.217767
2024 01 26 0000  289.481589  2.641358  22.183981
2024 01 27 0000  289.475337  2.641805  22.150194
2024 01 28 0000  289.469066  2.642254  22.116408
2024 01 29 0000  289.462776  2.642704  22.082620
2024 01 30 0000  289.456467  2.643155  22.048833
2024 01 31 0000  289.450138  2.643608  22.015045
2024 02 01 0000  289.443790  2.644062  21.981257
2024 02 02 0000  289.437422  2.644517  21.947468
2024 02 03 0000  289.431035  2.644974  21.913679
2024 02 04 0000  289.424628  2.645432  21.879890
2024 02 05 0000  289.418201  2.645892  21.846101
2024 02 06 0000  289.411754  2.646353  21.812311
2024 02 07 0000  289.405288  2.646815  21.778520
2024 02 08 0000  289.398801  2.647279  21.744730
2024 02 09 0000  289.392294  2.647744  21.710939
2024 02 10 0000  289.385766  2.648211  21.677148
2024 02 11 0000  289.379218  2.648679  21.643356
2024 02 12 0000  289.372650  2.649148  21.609564
2024 02 13 0000  289.366061  2.649619  21.575772
2024 02 14 0000  289.359452  2.650091  21.541979
2024 02 15 0000  289.352822  2.650565  21.508186
2024 02 16 0000  289.346170  2.651040  21.474392
2024 02 17 0000  289.339498  2.651517  21.440599
2024 02 18 0000  289.332805  2.651995  21.406805
2024 02 19 0000  289.326091  2.652475  21.373010
2024 02 20 0000  289.319355  2.652956  21.339215
2024 02 21 0000  289.312598  2.653439  21.305420
2024 02 22 0000  289.305819  2.653923  21.271625
2024 02 23 0000  289.299019  2.654408  21.237829
2024 02 24 0000  289.292198  2.654895  21.204033
2024 02 25 0000  289.285354  2.655384  21.170236
2024 02 26 0000  289.278489  2.655874  21.136439
2024 02 27 0000  289.271601  2.656366  21.102642
2024 02 28 0000  289.264692  2.656859  21.068844
2024 02 29 0000  289.257760  2.657354  21.035046
2024 03 01 0000  289.250806  2.657850  21.001248
2024 03 02 0000  289.243829  2.658348  20.967449
2024 03 03 0000  289.236830  2.658847  20.933650
2024 03 04 0000  289.229809  2.659348  20.899851
2024 03 05 0000  289.222764  2.659851  20.866051
2024 03 06 0000  289.215697  2.660355  20.832251
2024 03 07 0000  289.208607  2.660861  20.798450
2024 03 08 0000  289.201493  2.661368  20.764649
2024 03 09 0000  289.194357  2.661877  20.730848
2024 03 10 0000  289.187197  2.662388  20.697046
2024 03 11 0000  289.180014  2.662900  20.663244
2024 03 12 0000  289.172807  2.663414  20.629442
2024 03 13 0000  289.165576  2.663930  20.595639
2024 03 14 0000  289.158322  2.664447  20.561836
2024 03 15 0000  289.151044  2.664966  20.528033
2024 03 16 0000  289.143742  2.665486  20.494229
2024 03 17 0000  289.136415  2.666009  20.460425
2024 03 18 0000  289.129065  2.666532  20.426620
2024 03 19 0000  289.121690  2.667058  20.392815
2024 03 20 0000  289.114290  2.667585  20.359010
2024 03 21 0000  289.106866  2.668114  20.325204
2024 03 22 0000  289.099417  2.668645  20.291398
2024 03 23 0000  289.091944  2.669177  20.257591
2024 03 24 0000  289.084445  2.669712  20.223785
2024 03 25 0000  289.076921  2.670248  20.189977
2024 03 26 0000  289.069372  2.670785  20.156170
2024 03 27 0000  289.061798  2.671325  20.122362
2024 03 28 0000  289.054198  2.671866  20.088554
2024 03 29 0000  289.046572  2.672409  20.054745
2024 03 30 0000  289.038921  2.672954  20.020936
2024 03 31 0000  289.031244  2.673500  19.987126
2024 04 01 0000  289.023540  2.674048  19.953316
2024 04 02 0000  289.015811  2.674599  19.919506
2024 04 03 0000  289.008055  2.675151  19.885696
2024 04 04 0000  289.000273  2.675704  19.851885
2024 04 05 0000  288.992464  2.676260  19.818073
2024 04 06 0000  288.984629  2.676818  19.784261
2024 04 07 0000  288.976767  2.677377  19.750449
2024 04 08 0000  288.968878  2.677938  19.716637
2024 04 09 0000  288.960961  2.678501  19.682824
2024 04 10 0000  288.953018  2.679066  19.649010
2024 04 11 0000  288.945047  2.679633  19.615197
2024 04 12 0000  288.937048  2.680202  19.581383
2024 04 13 0000  288.929022  2.680773  19.547568
2024 04 14 0000  288.920968  2.681345  19.513753
2024 04 15 0000  288.912886  2.681920  19.479938
2024 04 16 0000  288.904776  2.682497  19.446122
2024 04 17 0000  288.896638  2.683075  19.412306
2024 04 18 0000  288.888471  2.683655  19.378490
2024 04 19 0000  288.880276  2.684238  19.344673
2024 04 20 0000  288.872052  2.684822  19.310856
2024 04 21 0000  288.863799  2.685409  19.277038
2024 04 22 0000  288.855517  2.685997  19.243220
2024 04 23 0000  288.847206  2.686588  19.209402
2024 04 24 0000  288.838866  2.687180  19.175583
2024 04 25 0000  288.830496  2.687774  19.141764
2024 04 26 0000  288.822096  2.688371  19.107944
2024 04 27 0000  288.813667  2.688970  19.074124
2024 04 28 0000  288.805208  2.689570  19.040304
2024 04 29 0000  288.796718  2.690173  19.006483
2024 04 30 0000  288.788199  2.690778  18.972662
2024 05 01 0000  288.779649  2.691385  18.938841
2024 05 02 0000  288.771068  2.691994  18.905019
2024 05 03 0000  288.762457  2.692605  18.871196
2024 05 04 0000  288.753814  2.693218  18.837373
2024 05 05 0000  288.745141  2.693834  18.803550
2024 05 06 0000  288.736436  2.694451  18.769727
2024 05 07 0000  288.727700  2.695071  18.735903
2024 05 08 0000  288.718932  2.695693  18.702078
2024 05 09 0000  288.710132  2.696317  18.668253
2024 05 10 0000  288.701301  2.696943  18.634428
2024 05 11 0000  288.692437  2.697572  18.600603
2024 05 12 0000  288.683541  2.698203  18.566776
2024 05 13 0000  288.674613  2.698836  18.532950
2024 05 14 0000  288.665652  2.699471  18.499123
2024 05 15 0000  288.656658  2.700108  18.465296
2024 05 16 0000  288.647631  2.700748  18.431468
2024 05 17 0000  288.638571  2.701390  18.397640
2024 05 18 0000  288.629477  2.702035  18.363812
2024 05 19 0000  288.620350  2.702681  18.329983
2024 05 20 0000  288.611189  2.703330  18.296153
2024 05 21 0000  288.601994  2.703982  18.262324
2024 05 22 0000  288.592765  2.704635  18.228493
2024 05 23 0000  288.583502  2.705291  18.194663
2024 05 24 0000  288.574204  2.705950  18.160832
2024 05 25 0000  288.564872  2.706611  18.127001
2024 05 26 0000  288.555504  2.707274  18.093169
2024 05 27 0000  288.546101  2.707940  18.059336
2024 05 28 0000  288.536664  2.708608  18.025504
2024 05 29 0000  288.527190  2.709278  17.991671
2024 05 30 0000  288.517681  2.709951  17.957837
2024 05 31 0000  288.508136  2.710626  17.924003
2024 06 01 0000  288.498555  2.711304  17.890169
2024 06 02 0000  288.488938  2.711985  17.856334
2024 06 03 0000  288.479284  2.712668  17.822499
2024 06 04 0000  288.469593  2.713353  17.788663
2024 06 05 0000  288.459865  2.714041  17.754827
2024 06 06 0000  288.450100  2.714731  17.720991
2024 06 07 0000  288.440298  2.715424  17.687154
2024 06 08 0000  288.430458  2.716120  17.653317
2024 06 09 0000  288.420581  2.716818  17.619479
2024 06 10 0000  288.410665  2.717519  17.585641
2024 06 11 0000  288.400711  2.718222  17.551802
2024 06 12 0000  288.390719  2.718929  17.517963
2024 06 13 0000  288.380688  2.719637  17.484124
2024 06 14 0000  288.370618  2.720349  17.450284
2024 06 15 0000  288.360509  2.721063  17.416444
2024 06 16 0000  288.350361  2.721779  17.382603
2024 06 17 0000  288.340173  2.722499  17.348762
2024 06 18 0000  288.329945  2.723221  17.314920
2024 06 19 0000  288.319677  2.723946  17.281078
2024 06 20 0000  288.309369  2.724674  17.247236
2024 06 21 0000  288.299020  2.725404  17.213393
2024 06 22 0000  288.288630  2.726138  17.179549
2024 06 23 0000  288.278199  2.726874  17.145706
2024 06 24 0000  288.267728  2.727612  17.111861
2024 06 25 0000  288.257214  2.728354  17.078017
2024 06 26 0000  288.246659  2.729099  17.044172
2024 06 27 0000  288.236062  2.729846  17.010326
2024 06 28 0000  288.225422  2.730597  16.976480
2024 06 29 0000  288.214740  2.731350  16.942634
2024 06 30 0000  288.204016  2.732106  16.908787
2024 07 01 0000  288.193248  2.732865  16.874940
2024 07 02 0000  288.182437  2.733627  16.841092
2024 07 03 0000  288.171582  2.734392  16.807244
